oc_jurisdiction_code;oc_company_number;inc_jurisdiction_code;wikirate_number;company_name
hk;F0004183;bm;58970;First Pacific
ie;529592;ie;49988;Perrigo
nl;55901964;nl;9870;Fairphone
nl;67336736;nl;975185;Tony's Chocolonely
nl;17001910;nl;166066;Koninklijke Philips N.V
se;556922-7878;se;5590;H&M
ch;686453;ch;56413;Richemont
ch;971433;ch;61296;Garmin
ch;1161000;ch;51228;Abhati
gb;08321040;gb;2608770;Bates Wells Braithwaite
au;145290124;au;57163;Suncorp Group
au;090739923;au;48562;Insurance Australia Group
au;008485014;au;48670;QBE Insurance Group
au;115061375;au;58263;AGL Energy
au;009661901;au;58271;Qantas Airways
au;000003958;au;2604026;Goodman Fielder Ltd
au;006617876;au;2612001;Buontempo Enterprises Pty Ltd
au;057186035;au;974337;Graincorp
au;060998236;au;2618164;Borgcraft Pty Ltd
au;059056085;au;2612084;Temptation Bakeries Pty Ltd
au;117976002;au;2608650;Gruma Oceania Pty Ltd
au;134677955;au;2611992;Aware Environmental Ltd
au;102572252;au;2608737;Ferndale Confectionery Pty Ltd
au;004280979;au;2624227;Peerless Holdings Pty Ltd
au;160951431;au;2624205;Bon Appetit Australia Pty Ltd
au;008726878;au;2612010;Vesco Foods Pty Ltd
au;007157182;au;2615864;Patties Foods Ltd
au;006044159;au;2608663;Dollar Sweets Company Pty Ltd
au;001397280;au;2608743;SARGENTS PTY LTD
au;008435729;au;2604032;Arnott's Biscuits Ltd
au;004145868;au;49829;Orica
au;007130501;au;2624283;Snack Foods Limited
au;155860147;au;2611999;Modern Baking Pty Ltd
au;009717417;au;2616000;Norco Co-operative Limited
au;128489341;au;2618030;BALFOURS BAKERY PTY LTD
au;000011058;au;2608700;Bluescope Steel Limited
au;001288768;au;2602245;Ramsay Health Care
au;004250944;au;2615428;Target Australia Pty Ltd
au;004458404;au;56380;Rio Tinto
au;008421761;au;2723033;Boral Limited
au;008423005;au;57360;BAE Systems
au;007620886;au;2602201;Foster's Group
au;096090158;au;968861;WorleyParsons
au;004139397;au;974309;Coca-Cola Amatil
au;004085330;au;2612142;Ansell Limited
au;008642751;au;57143;Thales
au;112603611;au;1182793;Sustainable Living Fabrics
au;000074573;au;170628;David Jones Limited
au;619457626;au;2612008;Myer Holdings Ltd
au;068999520;au;2615965;Rip Curl Group Pty Ltd
au;007944149;au;2617990;Robern Menz (MFG) Pty Ltd
au;068049178;au;50160;Bendigo & Adelaide Bank
au;064286666;au;59302;Australian Bush Flower Essences
au;106193248;au;2612099;True Foods Pty Ltd
au;080040320;au;2805201;Australian Postal Corporation
au;116714428;au;2432948;Independent Inspections
au;105807645;au;2802468;Lincoln Crowne & Company
au;084923946;au;2611997;Billabong International Ltd
au;008558807;au;2623718;Sanofi-aventis Australia Pty Ltd
bd;C-28754;bd;2615881;Dutch - Bangla Bank Limited
bd;C-15098;bd;2792879;Green Delta Insurance Company Limited
bd;C-4167;bd;2796889;Rahimafrooz Batteries Ltd.
bd;CH-5703;bd;1182746;Finlay International
be;0402206045;be;57882;Delhaize Group
be;0404616494;be;51001;Ackermans & van Haaren
be;0634688024;nl;48114;Ageas
be;0403091220;be;48678;Solvay
be;0203201340;be;49066;Banque nationale de Belgique
be;0400853488;be;2608699;Brussels Airlines
be;0839577560;be;2879261;Mayer Brown Europe-Brussels LLP
bm;31431;bm;58646;Nabors Industries
bm;34077;bm;50088;Assured Guaranty
bm;12222;bm;2632953;Orient Overseas International Ltd
bm;29407;bm;49452;Arch Capital Group
bm;26918;bm;48971;Everest Re Group
bm;42069;bm;58946;Signet Jewelers
bm;39838;bm;2612106;Genpact Limited
ca_pe;21708;ca_pe;56779;Bank of Montreal
ca;2276020;ca;61208;Enbridge
ca_qc;1164504418;ca_qc;49483;Goldcorp
ca_pe;21773;ca_pe;48159;National Bank of Canada
ca_pe;29555;ca_pe;57127;Cenovus Energy
ca_nb;72669;ca_nb;57264;George Weston
ca_qc;3346691556;ca_qc;48466;Agrium
ca_ns;3229192;ca_ns;57324;Couche Tard
ca_pe;27527;ca_pe;57758;Canadian Tire
ca_ns;2056729;ca_ns;57894;Shaw Communications
ca;2925435;ca;776701;Sierra Wireless, Inc.
ca_qc;1170240858;ca_qc;2611983;Nordion Inc
ca;3068412;ca;59022;Laurentian Bank
ca_ns;3007211;ca_ns;51178;Cameco
ca;0734721;ca;967697;IGM Financial
ca_qc;1170462916;ca_qc;56146;Symantec
ca;8841012;ca;36681;Hitachi Ltd.
ca_ns;3222746;ca_ns;47747;General Dynamics
ca_pe;131721;ca_pe;2319457;CAE
ca_nl;2649F;ca_nl;2624234;McCain Foods Ltd
ca_nb;610132;ca_nb;2615438;Bombardier Recreational Products Inc.
ca_qc;1160698560;ca_qc;2602181;Nexen
ca_nl;74658;ca_nl;871079;Masonite International
ca_qc;1144181188;ca_qc;2624281;Rona Inc
ca_pe;126676;ca_pe;2618019;Shoppers Drug Mart
ca_ns;3286494;ca_ns;2624288;HSBC Bank Canada Ltd
ca_qc;1140287658;ca;2624122;Sears Canada Inc
ca_qc;1161137584;ca_qc;2608679;TMX Group Inc
ca_qc;1162723267;ca_qc;1825510;lululemon athletica
ca;3111857;ca;2603966;Yamana Gold Inc
ca_qc;3365031858;ca_qc;2602239;Tembec
ca_pe;26662;ca_pe;47815;BCE
ca_qc;1163882070;ca_qc;60850;Upper Canada Soap & Candle Makers
ca;105333;ca;2605023;Canadian National Railway Company
ca;0074781;ca;47523;Great-West Lifeco
ca_nb;690469;ca_nb;2608788;Canadian Hydro Developers Inc
ca;1378139;ca;2805998;Rideau Recognition Solutions Inc.
ca;2821281;ca;2804105;Golden Star Resources Ltd.
ca_qc;1166890542;ca_qc;2803542;F.Iniciativas
hr;01671910;hr;2612126;Atlantic Grupa
hr;03449602;hr;2602204;Agrokor
hr;03328163;hr;2608760;Jadrolinija
dk;36213728;dk;2602253;DONG Energy
dk;14773908;dk;50081;TDC
dk;58233528;dk;51033;DSV
dk;24257843;dk;2611998;GN Store Nord
dk;31080185;dk;2624147;Scandinavian Tobacco Group
dk;20165715;dk;48259;Danfoss
dk;12719280;dk;2618173;Nykredit
dk;26573572;dk;2618047;Royal Copenhagen
dk;34765995;dk;2602209;FLSmidth
dk;41257911;dk;1833669;Bang & Olufsen
dk;30003519;dk;2605000;VELUX
dk;35209743;dk;2612018;Oh! by Kopenhagen Fur
dk;20728132;dk;2608768;schmidt hammer lassen architects
dk;28279779;dk;2799549;GAN Integrity Solutions
dk;18609703;dk;2804955;Plougmann Vingtoft
dk;25518349;dk;2796874;Vilhelm Lauritzen Architects
dk;30763777;dk;2803587;Eksport Kredit Fonden
dk;37499919;dk;1182754;Grundfos
do;11481;do;2789950;Central Romana Corporation Ltd.
do;47726;do;2666651;Asociacion Popular de Ahorros y Prestamos
fi;2499671-1;fi;48019;Sampo
fi;0109823-0;fi;2604020;Kemira Oyj
fi;1715040-0;fi;48881;Kone
fi;0116297-6;fi;2612110;Valio Oy
fi;0111425-3;fi;2624303;HKScan Oyj
fi;0664032-4;fi;2602255;Raisio plc
fi;0705579-2;fi;2618156;F-Secure Corporation
fi;1863026-2;fi;2608821;Rovio Entertainment
fi;1003521-5;fi;2618040;VR-Group Ltd
fi;2711339-8;fi;2608648;Konecranes Corporation
fi;0592509-6;fi;917463;DNA
fi;1524361-1;fi;2611982;Sanoma Corporation
fi;0111316-2;fi;2605028;Marimekko
fi;1045397-8;fi;2603981;Ahlstrom Corporation
fi;0113276-9;fi;2615859;Rautaruukki Oyj
fi;0214036-5;fi;2607149;Fiskars Corporation
fi;1927402-8;fi;2606722;Cargotec Corporation
fi;1475607-9;fi;47861;Teliasonera
fi;0124416-2;fi;971895;Vaisala Oyj
fi;1944757-4;fi;2624286;Alma Media Corporation
fi;0108023-3;fi;2602217;Finnair Plc
fr;430373670;fr;47569;VINCI
fr;489472662;fr;56771;France Telecom
fr;504883422;fr;135104;Renault
fr;341737062;fr;56844;CNP Assurances
fr;552134736;fr;56872;Air Liquide
fr;542105572;fr;47969;Lafarge
fr;808450464;fr;56985;GDF SUEZ
fr;542080601;fr;57247;Publicis Groupe
fr;501710263;fr;56226;Unibail-Rodamco
fr;819062829;fr;48613;Technip
fr;479766800;fr;56054;Capgemini
fr;399675529;fr;49014;Areva
fr;572174035;fr;57786;Wendel
fr;327438438;fr;57818;Legrand
fr;479973513;fr;49368;Rexel
fr;692030992;fr;49445;Eurazeo
fr;411980980;fr;49573;Atos
fr;729800821;fr;50013;Zodiac Aerospace
fr;322306440;fr;58371;Dassault Systemes
fr;434150439;fr;58870;Arkema
fr;344710082;fr;47337;AXA Group
fr;301940219;fr;56331;Sodexo
fr;449422286;be;47363;EDF
fr;338547052;fr;2608672;Tipiak Panification
fr;493451629;fr;56009;Yves Rocher
fr;521266684;fr;2602256;Lacoste
fr;799614151;fr;2617999;Groupe Bull
fr;307570747;fr;1831316;JCDecaux
fr;393968201;fr;2605017;La Poste (France)
fr;801627084;fr;56445;Orange
fr;712042456;fr;49106;Dassault Aviation
fr;440767549;fr;2612011;Yoplait France
fr;442126777;fr;2319455;Altran
fr;791077894;fr;57143;Thales
fr;612038679;fr;2611979;Groupe Galeries Lafayette
fr;552142200;fr;49892;Vallourec
fr;384093563;fr;2602265;Naturex
fr;389058447;fr;48156;Alstom
fr;540028347;fr;2795818;Betrancourt Group
fr;470501545;fr;2612152;Mobivia Groupe
fr;552120222;fr;47526;Societe Generale
fr;405362955;fr;48284;Hermes International
fr;481043040;fr;58930;Eutelsat Communications
fr;552081317;fr;47520;Electricite de France
fr;343134763;fr;48375;Vivendi
fr;392355525;fr;48309;Safran
fr;542044524;fr;47740;Natixis
fr;552100554;fr;57529;Peugeot
fr;552043002;fr;57842;Air France-KLM
fr;401585641;fr;965766;Caisse des depots
fr;775665599;fr;965701;Agence Francaise de Developpement
fr;441515335;fr;2802011;Groupe IRH Environnement
fr;402448302;fr;2805199;terre d'Oc Creations
fr;422950865;fr;2608817;Akka Technologies
fr;313997223;fr;2797382;Environnement SA
fr;533811303;fr;2805191;Genie des Lieux
fr;384621215;fr;2792843;Catering International & Services
fr;331930081;fr;2799573;Laboratoires Expanscience
fr;542065305;fr;2624223;Europcar International
fr;393206370;fr;2789419;Business Language Skills
fr;791097702;fr;2608639;PSA Peugeot Citroen
fr;402927628;fr;2799527;SAVENCIA Fromage & Dairy
fr;713650075;fr;2796896;Societe Optima Service
fr;500378732;fr;2612107;KS Services
fr;554501171;fr;2691157;Casino Guichard-Perrachon
fr;434749248;fr;2624301;Groupe HUMANIS
hk;0685974;hk;56727;CNOOC
hk;0714016;hk;48501;MTR
hk;1366053;hk;56787;AIA Group
hk;1376740;hk;56489;China Unicom
hk;1114134;hk;47869;China Railway Group
hk;0001679;hk;57155;Swire Pacific
hk;F0007925;hk;48353;China Resources Land
hk;F0015107;hk;48504;Country Garden Holdings
hk;0020517;hk;57429;New World Development
hk;F0020702;hk;57501;Citic Pacific
hk;F0013870;hk;48794;Shimao Property Holdings
hk;0000255;hk;57573;Bank of East Asia
hk;F0018804;hk;48991;Chow Tai Fook Jewellery
hk;0741208;hk;49218;Sun Art Retail Group
hk;0596005;hk;49565;Beijing Enterprises
hk;0704674;hk;49569;China Taiping Insurance
hk;F0022071;hk;49690;Agile Property Holdings
hk;F0013299;hk;50337;China Mengniu Dairy
hk;1088562;hk;50592;China Agri-Industries
hk;F0011341;hk;50650;Honbridge Holdings
hk;0362639;hk;50938;Yuexiu Property Co.
hk;F0004520;bm;2603899;VTech Holdings Ltd
hk;F0006320;bm;9127;Esprit Holdings Limited
hk;0001678;hk;2612016;Vitasoy International Holdings Ltd
hk;0070153;hk;56462;China Overseas Land & Investment
hk;0770009;hk;56525;BOC Hong Kong Holdings
hk;0189341;hk;48688;Galaxy Entertainment
hk;0006206;hk;58042;Hang Lung Group
hk;0124632;hk;51307;William E. Connor & Associates Ltd.
is;4612023490;is;2153194;Icelandair
is;4710080280;is;2612127;Landsbankinn
in;L23201MH1959GOI011388;in;61172;Indian Oil
in;U51909TN2005PTC057166;in;61136;Coal India
in;L16005WB1910PLC001985;in;48866;ITC
in;L32102KA1945PLC020800;in;8699;Wipro Ltd.
in;L27020MH1958PLC011238;in;49127;Hindalco Industries
in;L51100GJ1993PLC019067;in;58107;Adani Enterprises
in;L13100AP1958GOI001674;in;61164;NMDC
in;CBIN;in;50468;Central Bank of India
in;L35911DL1984PLC017354;in;59042;Hero Motocorp
in;L17124MP1947PLC000410;in;59138;Grasim Industries
in;L24241MH1988PLC097781;in;2624275;Godrej Industries Limited
in;L15140MH1986PLC038536;in;1625439;Ruchi Soya Industries
in;BKDN;in;2612081;Dena Bank
in;L29308MH1954PLC009371;in;2618094;Voltas Limited
in;L64200MH1986PLC041370;in;2601982;Tech Mahindra
in;L25209PN1961PLC012046;in;1838229;Bharat Forge Limited
in;L65191PN1994PLC076333;in;2608764;IndusInd Bank
in;L92132MH1982PLC028767;in;1838795;Zee Entertainment Enterprises Ltd
in;L40100GJ1996PLC030533;in;2624273;Adani Power Limited
in;L72200KA1999PLC025564;in;2612041;Mindtree Limited
in;PUNB;in;48813;Punjab National Bank
in;L24234KA1978PLC003417;in;2612095;Biocon Limited
in;L26940MH2000PLC128420;in;2608822;UltraTech Cement Limited
in;L26942GJ1981PLC004717;in;1837912;Ambuja Cements Ltd
in;L34101TN1948PLC000105;in;1837914;Ashok Leyland Ltd
in;L40101MH1995PLC084687;in;2618059;Reliance Power Limited
in;L72200AP1975PLC001970;in;2618069;CMC Limited
in;L32309KA1954GOI000787;in;1838253;Bharat Electronics Limited
in;L74899DL1965GOI004352;in;2612125;Engineers India Limited
in;L24239MH1939PLC002893;in;2605030;Tata Chemicals
in;L74899DL1998PLC093073;in;2624272;Petronet LNG Limited
in;L15491WB1962PLC031425;in;6241;Tata Global Beverages
in;L40101HR1975GOI032564;in;61236;NHPC
in;L72200PN1963PLC012621;in;2618016;Zensar Technologies
in;L32100GJ1996PLC030976;in;2612035;Idea Cellular
in;L24220MH1945PLC004598;in;1837915;Asian Paints Ltd
in;U27109WB1997PLC084005;in;2806460;Tata Steel Processing And Distribution Limited
in;L27204RJ1966PLC001208;in;2604037;Hindustan Zinc Limited
in;L26940MH1936PLC002515;in;1837910;ACC Ltd
in;L27102OR1982PLC001091;in;2792940;Tata Sponge Iron Limited
in;L65190GJ1994PLC021012;in;61192;ICICI Bank
in;L40200DL1984GOI018976;in;57714;GAIL India
in;L15140MH1933PLC002030;in;21449;Hindustan Unilever ltd
in;L15492WB1924GOI004835;in;2791848;Balmer Lawrie & Co. Ltd.
in;U90001AP2012PTC082811;in;1182724;Banka BioLoo
in;L74999MH1902PLC000183;in;2796311;The Indian Hotels Company Ltd
in;U14292TG1973GOI001660;in;2789433;Mishra Dhatu Nigam Ltd.
in;U40108MH2001PLC134299;in;2791816;Octaga Green Power & Sugar Co. Ltd.
ie;192764;ie;56246;Eaton
ie;386415;ie;48987;Bank of Ireland
ie;905565;je;49470;Experian
ie;474438;ie;58516;Permanent TSB Group
ie;73342;ie;2615820;Fyffes plc
ie;905431;lu;56359;Oracle
ie;9344;ie;2624239;Irish Ferries Limited
ie;905191;in;2432964;Tata Consultancy Services
ie;11542;ie;47698;Abbott Laboratories
ie;600292;ie;2615876;Glen Dimplex
ie;117084;ie;2615448;An Post
ie;1776;ie;2618100;Musgrave Limited
ie;349511;ie;57401;Ingersoll-Rand
ie;383466;ie;2615944;C&C Group plc
ie;529753;ie;2618091;King Digital Entertainment
ie;503351;ie;61140;Twitter
ie;462932;ie;2855725;Facebook Ireland Limited
ie;428818;ie;2872542;Gaelectric Energy Storage Ltd
ie;534814;ie;2615867;Endo International PLC
gb;05291833;gb;47566;Aviva
gb;03690065;gb;56812;BG Group
gb;03234745;gb;47818;Centrica
gb;SC286832;gb;56908;Standard Life
gb;00324357;gb;58275;Smith & Nephew
gb;09685535;gb;2855923;Bob Rayner Consulting Limited
gb;07729849;gb;48473;Delphi Automotive
gb;08379990;gb;57304;Liberty Global
gb;03146958;gb;57360;BAE Systems
gb;FC018106;gb;48738;International Airlines
gb;04423672;gb;48975;Land Securities Group
gb;05252074;gb;49048;Phoenix Group Holdings
gb;00033774;gb;57718;Johnson Matthey
gb;06559020;gb;49292;United Utilities
gb;04740415;gb;5676;Vedanta Resources plc
gb;01810801;gb;49588;Direct Line Insurance
gb;04842802;gb;49760;Petrofac
gb;02254048;gb;58243;Severn Trent
gb;00391027;gb;56388;Smiths Group
gb;05043352;gb;50273;Songbird Estates plc
gb;04992207;gb;50486;G4S
gb;OC352713;gb;2624192;Simmons & Simmons LLP
gb;04752601;gb;61224;B Never Too Busy to Be Beautiful
gb;SC537504;gb;16419;WWF
gb;06745250;gb;16730;Mondelez International
gb;01067361;gb;2612046;United Biscuits Ltd
gb;SC063233;gb;2618020;Walkers Shortbread Ltd
gb;00206132;gb;2612025;Croda International PLC
gb;00928555;gb;793519;Boots UK Limited
gb;03970537;gb;2618018;Vestey Foods UK Limited
gb;04687485;gb;2608738;Symingtons Ltd
gb;07747341;gb;2608808;Viva Foods Ltd
gb;IP00525R;gb;61144;The Co-operative Group
gb;00019457;gb;2618083;PZ Cussons Plc
gb;10830110;gb;49189;Wm Morrison Supermarkets
gb;01333367;gb;2615947;Traidcraft
gb;00980392;gb;2608656;Shire Foods Ltd
gb;05777981;gb;2618122;R&R Ice Cream plc
gb;SC069524;gb;2608666;Baillie Gifford & Co
gb;01675285;gb;2432926;Amec Foster Wheeler plc
gb;00793577;gb;2604999;Pentland Group Plc
gb;04440301;gb;2618152;Jeyes Group Ltd
gb;00360632;gb;58560;Hammerson plc
gb;04138203;gb;952993;Royal Mail Group
gb;01999238;gb;2432961;Shaftesbury PLC
gb;BR009969;gb;2608769;International Bar Association
gb;03256771;gb;2432965;The Innovation Group Limited
gb;04483560;gb;2799613;EOD Contracts Limited
gb;04093977;gb;2608795;Canon Europe Ltd
gb;03028038;gb;2791826;Lantrade Global Supplies Ltd
gb;04232133;gb;2795796;Forensic Pathways Limited
gb;02083209;gb;2799632;Brand Addition Ltd
gb;04127390;gb;2803572;Impact International
gb;02636539;gb;1833198;DS Smith
gb;07473457;gb;2789414;RM Gold Corporation
gb;01014622;gb;2432940;Environmental Resources Management
gb;06075058;gb;1182739;Dints International
gb;05557934;gb;2795797;Hikma Pharmaceuticals Plc
gb;01316019;gb;2805172;Investindustrial Advisors Ltd
gb;OC334789;gb;2612072;Freshfields Bruckhaus Deringer LLP
gb;02746616;gb;2432958;RELX Group plc
gb;04135396;gb;1182722;Avon Metals
gb;02596583;gb;2796344;Zenith International Ltd
gb;05524406;gb;2819532;Enigma Security Solutions Ltd.
gb;03752719;gb;2612065;Frontier Economics Limited
gb;01131530;gb;2432970;Vygon (UK) Ltd.
gb;05560797;gb;2872525;The Learning Machine Ltd
gb;04150627;gb;2872558;Eunomia Research & Consulting Ltd
gb;09255104;gb;2872541;Tempus Energy Technology Ltd
gb;01550505;gb;2854247;Nomura International plc
gb;01613098;gb;2855681;Capital International Limited
gb;SC486616;gb;2872552;Creative Management Engine Ltd
gb;SC226712;gb;2432931;Cairn Energy PLC
gb;00961088;gb;2792965;International Personal Finance
gb;01410568;gb;2618162;French Connection Group plc
gb;04339626;gb;2618034;Tyrrells Potato Crisps Ltd
gb;08163131;gb;2872548;Engaged Investment Ltd
gb;06471304;gb;2855904;Green Street Advisors (UK) Limited
gb;01490357;gb;2854254;Independent Television PLC
gb;OC401170;gb;2879265;The Channel Group International LLP
gb;08597513;gb;2873253;Discovery Corporate Services Ltd
gb;OC327292;gb;2879621;Federated Investors (UK) LLP
gb;SC283848;gb;2855879;Northpoint Aviation Services Limited
gb;09068268;gb;2872500;IPK European Strategy Ltd
gb;05757208;gb;2855902;Heathrow Airport Holdings Limited
gb;09668800;gb;2872504;Mint Environment Ltd
gb;02915887;gb;2855746;Baring Asset Management Limited
gb;00022169;gb;2855884;Hunters & Frankau Limited
gb;05856979;gb;2873119;Cobalt Light Systems Ltd
gb;04071207;gb;2855924;Cicero Consulting Limited
gb;NI038867;gb;2855917;Harland and Wolff Heavy Industries Limited
gb;04584912;gb;2872479;European Public Policy Associates (UK) Ltd
gb;07243412;gb;2855739;Vanguard Asset Management Limited
gb;07822552;gb;2873154;Moody's Shared Services UK Ltd.
gb;02462001;gb;2872484;Eurostar International Ltd
gb;02082803;gb;2872478;Central Lobby Consultants Ltd
gb;09430783;gb;2855959;Koreneef Public Affairs Limited
gb;08054797;gb;2855888;Llanbury Consulting Limited
gb;01833139;gb;47451;American Express
gb;07922609;gb;2872556;Aviation Emissions Solutions Ltd.
gb;03846791;gb;2855903;Trainline.com Limited
gb;04446811;gb;2873210;G & H Associates (Brussels) Ltd
gb;GE000264;gb;2855949;European Alternatives Limited
gb;02977989;gb;2855785;Mercury Recycling Limited
gb;08021764;gb;2855885;MoneySavingExpert.com Limited
gb;09700814;gb;2884339;MAC Clinical Research Limited
gb;01672070;gb;1042626;Jaguar Land Rover
gb;00949417;gb;2855830;Invesco Asset Management Limited
gb;07775852;gb;2872512;Britpave Barrier Systems Ltd
gb;08227367;gb;2872490;Biotech Consultants Ltd.
gb;03936157;gb;2855928;FIPRA International Limited
gb;OC343985;gb;2879239;AUTONOMOUS RESEARCH LLP
gb;00775598;gb;2854242;Oxford Instruments plc
gb;06583810;gb;2884378;Sony ATV Music Publishing Europe Limited
gb;08442755;gb;2855921;Aurora Energy Research Limited
gb;05442684;gb;2855955;Baltic Media Alliance Limited
gb;08821369;gb;2855645;Cheniere Marketing Limited
gb;07748812;gb;2855954;Reduced Mobility Rights Limited
gb;07007166;gb;2884340;Social Business International Limited
gb;03474580;gb;2871887;The Whitehouse Consultancy Ltd
gb;02502921;gb;2855732;Footprint Music Limited
gb;02605009;gb;2872457;Barnett Fernandes International Ltd
gb;05560146;gb;2855872;Business Solutions Europa Limited
nl;34136161;nl;48588;VimpelCom
nl;67175031;nl;49017;DSM
nl;33290578;nl;49345;Chicago Bridge & Iron
nl;23008599;nl;58778;Royal Boskalis
nl;34253298;nl;50132;NXP Semiconductors
nl;34076599;nl;2602195;TomTom International BV
nl;05023132;nl;51352;Rabobank
nl;27303900;nl;2615946;APM Terminals
nl;16040335;nl;2624308;Beter Bed Holding
nl;55338240;nl;2615927;Fokker Technologies
nl;30185001;nl;2604021;Douwe Egberts
nl;31031774;nl;2612007;Grontmij
nl;17078445;nl;2624197;DAF Trucks NV
nl;16074327;nl;1625424;Nutreco International
nl;24288945;nl;56421;Airbus Group
nl;34062275;nl;2791858;Rhenus Air B.V.
nl;09131961;nl;1182715;Aequator Groen & Ruimte
nl;02029700;nl;2879267;N.V. Nederlandse Gasunie
nl;34084613;nl;2879579;Yamaha Motor Europe N.V.
nl;09083317;nl;2602221;TenneT Holding BV
th;0107536000102;th;48368;Siam Commercial Bank
th;0107535000265;th;917448;Advanced Info Service Public Company Limited
th;0107542000011;th;58099;CP All
th;0107554000267;th;57405;PTT Global Chemical
th;0107537000017;th;2618009;TMB Bank
th;0107536000919;th;975125;Minor International Public Company Limited
th;0105527039911;th;911652;Bangchak Petroleum
th;0105531019199;th;975184;Thai Union Frozen
se;559018-0344;se;48527;Sandvik
se;556059-3575;se;57629;Assa Abloy
se;556048-2837;se;48942;ICA Gruppen
se;556587-8054;se;58407;Alfa Laval
se;556809-9963;se;7290;IKEA
se;556659-0310;se;2624131;Cederroth AB
se;556542-0824;se;170729;Axfood AB
se;556504-7726;se;2618037;Acne Studios
se;556819-2388;se;2608701;Mojang AB
se;556061-4330;se;2608735;Peab AB
se;556038-9321;se;2617981;Swedish Orphan Biovitrum AB
se;556432-2468;se;1076237;Tetra Pak International
se;556653-9549;se;2604015;Scania AB
se;556197-0327;se;2432966;Trelleborg AB
se;556953-9108;se;2624181;Swedish Space Corporation
se;556309-9158;se;2618008;Modern Times Group MTG AB
se;556606-8499;se;875303;SAS
se;556036-2138;se;2432968;Vattenfall AB
se;556015-0756;se;2660539;Swedish Match AB
se;556771-2640;se;2601984;PostNord
se;556703-5711;se;2602244;Holmen AB
se;556035-8672;se;2602190;Clas Ohlson AB
se;556810-8988;se;2432969;Volvo Car Corporation
se;556110-6310;se;116058;Fenix Outdoor
se;556527-9758;se;968782;Kraftringen
se;556000-4615;se;48763;Skanska
se;556059-9473;se;975173;Systembolaget
se;556674-0964;se;51298;The Rezidor Hotel Group
se;556008-3585;se;2624218;Ratos AB
se;556374-8309;se;2615847;NIBE Industrier AB
se;556606-5446;se;2612021;Lindab International AB
se;556668-2182;se;2872487;Health Consumer Powerhouse Ltd.
se;556981-9823;se;2879250;YDRENAS COMMUNICATIONS AB
se;556669-2512;se;2608696;Business Sweden
mx;85786;mx;61240;Grupo Bimbo
mx;1700451;mx;51054;Kimberly-Clark de Mexico
mx;1623306;mx;965751;BBVA Bancomer
mx;2051379;mx;2659629;Grupo Nacional Provincial
mx;87183;mx;974343;Grupo Herdez
mx;15222;mx;965763;Bolsa Mexicana de Valores
mx;2207964;mx;2666659;Bio Pappel, S.A.B. de C.V.
mx;2718179;mx;2799604;KPMG Cardenas Dosal S.C.
mx;1374335;mx;2791812;Cooperativa La Cruz Azul S.C.L.
mx;1597299;mx;2806002;Etisa de Guadalajara S.A. de C.V.
mx;772643;mx;2799517;Hidraulica Y Neumatica S.A. de C.V.
mx;1511608;mx;2791818;Cremeria Americana S.A. de C.V
ch;421132;ch;47416;UBS
ch;1009345;ch;56214;Swiss Re
ch;685612;ch;48132;Swiss Life Holding
ch;382489;ch;48492;Adecco
ch;1184381;ch;48979;Weatherford International
ch;294502;ch;49804;Givaudan
ch;1113367;ch;49859;Coca-Cola HBC
ch;218288;ch;50693;Basler Kantonalbank
ch;246313;ch;58998;St Galler Kantonalbank
ch;52214;ch;51036;EMS-Chemie Holding
ch;434694;ch;56307;Swisscom
ch;412175;ch;2608798;u-blox AG
ch;395200;ch;170755;Barry Callebaut AG
ch;189830;ch;2624170;OC Oerlikon Management AG
ch;395629;ch;2602222;Swissport
ch;821140;ch;2618035;Nord Stream AG
ch;803224;ch;7300;Philip Morris International
ch;108995;ch;2624125;Logitech Inc
ch;460530;ch;56023;ABB
ch;177463;ch;50184;Sika
ch;1096906;ch;15539;The Colgate-Palmolive Company
ch;934818;ch;2884361;SFL Regulatory Affairs & Scientific Communication GmbH
ch;324840;ch;2615921;Zurich Financial Services AG
ch;962134;ch;2873881;Trina Solar (Schweiz) AG
ch;863421;ch;2871581;Takeda Pharmaceuticals International GmbH
lv;40003034935;lv;2612043;Grindeks
no;913758668;no;47648;DNB
no;914778271;no;57890;Norsk Hydro
no;995568217;no;49382;Gjensidige Forsikring
no;961271460;no;2608784;COOP NORGE HANDEL AS
no;933739384;no;2608758;Schibsted ASA
no;913748174;no;2615822;Aker Solutions ASA
no;930192503;no;2615817;Odfjell SE
no;914483549;no;2615976;Norske Skog
no;914360072;no;2608762;Atea
no;984661185;no;2608767;Posten Norge AS
no;927124238;no;2604033;Tomra Systems ASA
no;947942638;no;2618153;Tine SA
no;994468502;no;56703;Statoil
no;913915062;no;2624264;Aker BioMarine
no;916218753;no;2624123;Bertel O Steen AS
no;981952324;no;2624240;Agder Energi AS
za;1969-017128-06;za;47807;Standard Bank Group
za;1979-003231-06;za;47873;Sasol
za;1966-010753-06;za;61228;FirstRand
za;1998-003951-06;za;48566;Steinhoff International
za;1959-001562-06;za;48603;Sanlam
za;1925-001431-06;za;48915;Naspers
za;2012-045748-07;za;50573;Imperial Holdings
za;1987-005284-06;za;50873;Hyprop Investments
za;1944-017881-06;za;2319222;Tiger Brands
za;2005-015852-06;za;2314446;Kumba Iron Ore
za;1983-010725-06;za;2314454;Mediclinic International Limited
za;2002-015527-06;za;1182743;Eskom
za;1966-010630-06;za;967733;Nedbank Group
