"Center for Sustainable Organizations+Gross Revenue","Coca-cola","2009","30990000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Coca-cola","2010","22426000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Coca-cola","2010","5200000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Coca-cola","2010","35119000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Coca-cola","2011","28327000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Coca-cola","2011","5320000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Coca-cola","2011","46542000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Coca-cola","2012","28964000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Coca-cola","2012","6124281.728","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Coca-cola","2012","48017000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Colgate-palmolive","2005","6205000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Colgate-palmolive","2005","679000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Colgate-palmolive","2005","11396900000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Colgate-palmolive","2006","6701600000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Colgate-palmolive","2006","671522","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Colgate-palmolive","2006","12237700000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Colgate-palmolive","2007","7747400000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Colgate-palmolive","2007","654980","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Colgate-palmolive","2007","13789700000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Colgate-palmolive","2008","8626000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Colgate-palmolive","2008","701591","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Colgate-palmolive","2008","15330000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Colgate-palmolive","2009","9008000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Colgate-palmolive","2009","694103","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Colgate-palmolive","2009","15327000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Colgate-palmolive","2010","9204000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Colgate-palmolive","2010","692284","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Colgate-palmolive","2010","15564000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Colgate-palmolive","2011","9590000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Colgate-palmolive","2011","666581","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Colgate-palmolive","2011","16734000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Colgate-palmolive","2012","9932000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Colgate-palmolive","2012","659000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Colgate-palmolive","2012","17085000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Conagra foods","2005","2828400000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Conagra foods","2005","1176401","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Conagra foods","2005","11503700000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Conagra foods","2006","2823400000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Conagra foods","2006","1243363","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Conagra foods","2006","11482000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Conagra foods","2007","2693000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Conagra foods","2007","2033000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Conagra foods","2007","10531700000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Conagra foods","2008","2714100000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Conagra foods","2008","2074000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Conagra foods","2008","11563500000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Conagra foods","2009","2782000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Conagra foods","2009","2208740","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Conagra foods","2009","12426100000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Conagra foods","2010","3061200000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Conagra foods","2010","2000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Conagra foods","2010","12014900000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Conagra foods","2011","2913500000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Conagra foods","2011","1887250","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Conagra foods","2011","12303100000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Conagra foods","2012","2812800000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Conagra foods","2012","1903765","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Conagra foods","2012","13367900000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Danone","2005","7938107046.52163","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Danone","2005","1152348","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Danone","2005","16204687488.0717","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Danone","2006","7418973432.49963","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Danone","2006","1085848","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Danone","2006","15162095069.1627","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Danone","2007","8767626663.30666","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Danone","2007","1120942","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Danone","2007","17513320551.9709","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Danone","2008","11837742706.9315","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Danone","2008","1274587","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Danone","2008","22386983598.347","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Danone","2009","11480445312.9896","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Danone","2009","1131427","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Danone","2009","20891537918.0385","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Danone","2010","12009845060.8261","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Danone","2010","1329924","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Danone","2010","22565720146.3219","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Danone","2011","13613573776.9822","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Danone","2011","1307257","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Danone","2011","26898539247.5956","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Danone","2012","13450257425.7676","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Danone","2012","1741735","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Danone","2012","26834935202.5186","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Dell","2005","9015000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Dell","2005","336923.561","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Dell","2005","49205000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Dell","2006","9891000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Dell","2006","384000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Dell","2006","55788000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Dell","2007","9516000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Dell","2007","392000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Dell","2007","57420000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Dell","2008","11671000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Dell","2008","435163","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Dell","2008","61133000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Dell","2009","10957000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Dell","2009","393272","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Dell","2009","61101000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Dell","2010","9261000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Dell","2010","438906","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Dell","2010","52902000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Dell","2011","11396000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Dell","2011","368328","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Dell","2011","61494000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Dell","2012","13811000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Dell","2012","367554","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Dell","2012","62071000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Deutsche bank","2005","8504225965.98359","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Deutsche bank","2005","322691","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Deutsche bank","2005","75808922294.2815","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Deutsche bank","2006","10605174385.0515","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Deutsche bank","2006","226996","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Deutsche bank","2006","102477318886","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Deutsche bank","2007","12505793941.4238","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Deutsche bank","2007","229049","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Deutsche bank","2007","126331411141.914","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Deutsche bank","2008","1","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Deutsche bank","2008","230414","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Deutsche bank","2008","86035443142.8722","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Deutsche bank","2009","10567085458.7435","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Deutsche bank","2009","459051","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Deutsche bank","2009","62982785552.2656","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Deutsche bank","2010","9636530931.38637","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Deutsche bank","2010","496933","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Deutsche bank","2010","61224606141.8519","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Deutsche bank","2011","10379009812.174","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Deutsche bank","2011","330010","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Deutsche bank","2011","73324209378.7339","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Deutsche bank","2012","5948459928.45135","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Deutsche bank","2012","537196","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Deutsche bank","2012","67250001253.3673","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Deutsche telecom","2005","34517079260.9096","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Deutsche telecom","2005","3325789","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Deutsche telecom","2005","74160334232.1121","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Deutsche telecom","2006","33409880019.8188","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Deutsche telecom","2006","3182732","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Deutsche telecom","2006","77075658452.7612","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Deutsche telecom","2007","37256930125.3927","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Deutsche telecom","2007","2112452","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Deutsche telecom","2007","85696833721.5884","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Deutsche telecom","2008","39822943097.3487","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Deutsche telecom","2008","1986663","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Deutsche telecom","2008","90704055885.3921","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Deutsche telecom","2009","39522684502.1335","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Deutsche telecom","2009","2104377","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Deutsche telecom","2009","90083776036.652","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Deutsche telecom","2010","35415312464.7977","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Deutsche telecom","2010","2168135","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Deutsche telecom","2010","82808631231.8376","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Deutsche telecom","2011","34487163271.7904","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Deutsche telecom","2011","2138039","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Deutsche telecom","2011","81668910989.1926","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Deutsche telecom","2012","30818577411.4123","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Deutsche telecom","2012","3647000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Deutsche telecom","2012","74798090267.6365","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Diageo","2005","7568540584.84373","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Diageo","2005","743000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Diageo","2005","12404306697.3494","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Diageo","2006","7717455910.41685","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Diageo","2006","701000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Diageo","2006","12912820905.6525","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Diageo","2007","8659356926.29174","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Diageo","2007","741000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Diageo","2007","14466424556.8532","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Diageo","2008","9707722656.98329","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Diageo","2008","840000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Diageo","2008","16209592630.5459","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Diageo","2009","8742750491.46935","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Diageo","2009","775000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Diageo","2009","15024686198.9795","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Diageo","2010","8986882728.48208","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Diageo","2010","743000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Diageo","2010","15471169351.2682","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Diageo","2011","9426563139.58076","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Diageo","2011","690000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Diageo","2011","15805320849.6244","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Diageo","2012","10301257779.483","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Diageo","2012","681500","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Diageo","2012","17047845028.8783","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Dow chemical","2005","7976000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Dow chemical","2005","27630949.997","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Dow chemical","2005","46307000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Dow chemical","2006","7548000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Dow chemical","2006","39168999","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Dow chemical","2006","49124000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Dow chemical","2007","7041000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Dow chemical","2007","43500000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Dow chemical","2007","53513000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Dow chemical","2008","5356000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Dow chemical","2008","41599998","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Dow chemical","2008","57361000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Dow chemical","2009","5328000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Dow chemical","2009","41299999","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Dow chemical","2009","44875000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Dow chemical","2010","7385000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Dow chemical","2010","38200001","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Dow chemical","2010","53674000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Dow chemical","2011","8460000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Dow chemical","2011","37000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Dow chemical","2011","59985000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Dow chemical","2012","8516000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Dow chemical","2012","36400002","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Dow chemical","2012","56786000000","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Electrolux","2005","4173442612.44361","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Electrolux","2005","814398.436","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Electrolux","2005","17367858364.9019","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Electrolux","2006","3285213849.49141","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Electrolux","2006","698077","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Electrolux","2006","14106966913.744","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Electrolux","2007","2854642910.36103","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Electrolux","2007","812819","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Electrolux","2007","15518138756.77","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Electrolux","2008","2759777435.4912","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Electrolux","2008","761260","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Electrolux","2008","16069489193.7542","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Electrolux","2009","2914829305.86206","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Electrolux","2009","674049","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Electrolux","2009","14359929207.6263","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Electrolux","2010","3287632279.57887","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Electrolux","2010","654192","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Electrolux","2010","14793719148.4406","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Value-added Contributions to GDP (C2GDP)","Electrolux","2011","2892538035.25222","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Annual CO2 Emissions","Electrolux","2011","610912","http://demo.wikirate.org/Page_000006460"
"Center for Sustainable Organizations+Gross Revenue","Electrolux","2011","15666706434.8841","http://demo.wikirate.org/Page_000006460"
