Answer ID,Answer Page,Metric,Company,Year,Value,Source Page,Original Source,Comments,Correct year
6494783,https://wikirate.org/~6494783,Walk Free Foundation+MSA policy (revised),British Broadcasting Corporation (BBC),2019,Code of conduct or supplier code includes clauses on slavery and human trafficking (direct / tier 1),https://wikirate.org/~6364609,https://downloads.bbc.co.uk/aboutthebbc/reports/pdf/bbcmsa2019.pdf,"""Our Code of Ethical Policy sets out our expectations of our suppliers. It is aligned with the Ethical Trading Initiative Base Code, and incorporates key International Labour Organisation Conventions and Recommendations, including clauses covering forced labour. This is referenced in our standard Supplier Terms of Trade."" Beg of page 2 Toumai Kafri[https://wikirate.org/Toumai_Kafri].....2020-11-14 22:20:46 UTC",2018
6494795,https://wikirate.org/~6494795,Walk Free Foundation+MSA Identification of risks,British Broadcasting Corporation (BBC),2019,Industry,https://wikirate.org/~6364609,https://downloads.bbc.co.uk/aboutthebbc/reports/pdf/bbcmsa2019.pdf,"""From this risk assessment, we identified our risk is greater in our supply chain categories of merchandise, events, construction, catering, security, temporary resources and production supply."" page 2 Toumai Kafri[https://wikirate.org/Toumai_Kafri].....2020-11-14 22:34:19 UTC",2018
6494770,https://wikirate.org/~6494770,Walk Free Foundation+MSA Ownership Disclosure,British Broadcasting Corporation (BBC),2019,No,https://wikirate.org/~6364609,https://downloads.bbc.co.uk/aboutthebbc/reports/pdf/bbcmsa2019.pdf,,2018
6494775,https://wikirate.org/~6494775,Walk Free Foundation+MSA supply chain disclosure,British Broadcasting Corporation (BBC),2019,No,https://wikirate.org/~6364609,https://downloads.bbc.co.uk/aboutthebbc/reports/pdf/bbcmsa2019.pdf,The statement provides a link to the website section naming suppliers: https://www.bbc.co.uk/supplying/our-suppliers Toumai Kafri[https://wikirate.org/Toumai_Kafri].....2020-11-14 22:11:59 UTC,2018
6494800,https://wikirate.org/~6494800,Walk Free Foundation+MSA risk management (revised),British Broadcasting Corporation (BBC),2019,No,https://wikirate.org/~6364609,https://downloads.bbc.co.uk/aboutthebbc/reports/pdf/bbcmsa2019.pdf,"Statement mentions future plans for assessing and monitoring suppliers: ""We began developing measures to monitor the on-going effectiveness of our programme to assess its results. These measures will be used in the coming year and include monitoring relevant tender processes and relevant contracts, and undertaking risk evaluations and supplier engagement exercises."" p.2 Nicole Himel[https://wikirate.org/Nicole_Himel].....2020-11-20 02:48:33 UTC",2018
6494806,https://wikirate.org/~6494806,Walk Free Foundation+MSA incidents identified,British Broadcasting Corporation (BBC),2019,No,https://wikirate.org/~6364609,https://downloads.bbc.co.uk/aboutthebbc/reports/pdf/bbcmsa2019.pdf,,2018
6494813,https://wikirate.org/~6494813,Walk Free Foundation+MSA incidents remediation (revised),British Broadcasting Corporation (BBC),2019,No,https://wikirate.org/~6364609,https://downloads.bbc.co.uk/aboutthebbc/reports/pdf/bbcmsa2019.pdf,,2018
6494819,https://wikirate.org/~6494819,Walk Free Foundation+MSA whistleblowing mechanism (revised),British Broadcasting Corporation (BBC),2019,No,https://wikirate.org/~6364609,https://downloads.bbc.co.uk/aboutthebbc/reports/pdf/bbcmsa2019.pdf,"""Our whistleblowing policy includes human rights issues, such as modern slavery. This policy continued to be publicised as available for our staff, freelancers and contractors to use if they become concerned"" - bottom of page 2 Toumai Kafri[https://wikirate.org/Toumai_Kafri].....2020-11-14 22:39:57 UTC BBC states that they have a whistleblowing policy, but they do not mention protection against reprisal or who whistleblowers should contact. Samantha Wolk[https://wikirate.org/Samantha_Wolk].....2021-04-20 13:52:29 UTC",2018
6494826,https://wikirate.org/~6494826,Walk Free Foundation+MSA training (revised),British Broadcasting Corporation (BBC),2019,No,https://wikirate.org/~6364609,https://downloads.bbc.co.uk/aboutthebbc/reports/pdf/bbcmsa2019.pdf,"""Mandatory training on ethical trade and fair trading also remained part of our awareness-raising approach for relevant areas, such as product managers."" - bottom of page 2 Unclear what that includes exactly Toumai Kafri[https://wikirate.org/Toumai_Kafri].....2020-11-14 22:42:27 UTC Ma nda tory tra ining on ethica l tra de a nd fa ir tra ding a lso rema ined pa rt of our a wa reness - ra ising a pproa ch for releva nt a rea s , such a s product ma na gers .2 xokucfrd[https://wikirate.org/xokucfrd].....2021-04-28 13:02:16 UTC",2018
6494834,https://wikirate.org/~6494834,Walk Free Foundation+MSA Performance Indicators,British Broadcasting Corporation (BBC),2019,No,https://wikirate.org/~6364609,https://downloads.bbc.co.uk/aboutthebbc/reports/pdf/bbcmsa2019.pdf,,2018
6494840,https://wikirate.org/~6494840,Walk Free Foundation+MSA Business Performance Indicators,British Broadcasting Corporation (BBC),2019,No,https://wikirate.org/~6364609,https://downloads.bbc.co.uk/aboutthebbc/reports/pdf/bbcmsa2019.pdf,,2018
6494789,https://wikirate.org/~6494789,Walk Free Foundation+MSA risk assessment,British Broadcasting Corporation (BBC),2019,Risk-based questionnaires,https://wikirate.org/~6364609,https://downloads.bbc.co.uk/aboutthebbc/reports/pdf/bbcmsa2019.pdf,"""We continued to incorporate ethical trade questions into relevant tender processes to evaluate potential suppliers’ ethical trade processes and controls"" page 2 Toumai Kafri[https://wikirate.org/Toumai_Kafri].....2020-11-14 22:31:16 UTC",2018
6494756,https://wikirate.org/~6494756,Business & Human Rights Resource Centre+MSA statement signed,British Broadcasting Corporation (BBC),2019,Signed by CEO,https://wikirate.org/~6364609,https://downloads.bbc.co.uk/aboutthebbc/reports/pdf/bbcmsa2019.pdf,bottom of page 3: Tony Hall Director-General (on behalf of the BBC Board) Toumai Kafri[https://wikirate.org/Toumai_Kafri].....2020-11-14 22:03:36 UTC,2018
6494845,https://wikirate.org/~6494845,Walk Free Foundation+MSA Impact on Company Behaviour,British Broadcasting Corporation (BBC),2019,Yes,https://wikirate.org/~6364609,https://downloads.bbc.co.uk/aboutthebbc/reports/pdf/bbcmsa2019.pdf,"""This statement is made pursuant to section 54 of the Modern Slavery Act 2015. It constitutes the BBC Group’s fourth statement setting out the work undertaken during the financial year ended 31 March 2019 to further identify, prevent and address modern slavery across the organisation and its supply chains."" page 1 Toumai Kafri[https://wikirate.org/Toumai_Kafri].....2020-11-14 22:47:32 UTC",2018
3175022,https://wikirate.org/~3175022,Walk Free Foundation+MSA supply chain disclosure,BVG Group Limited,2016,Geographical,https://wikirate.org/~3081847,https://www.bvg-group.co.uk/bvg-airflo-msa.cfm,"'We operate from four locations in the UK at Brecon, Skelmersdale, Newark and Ipswich'' sarah hussien[https://wikirate.org/sarah_hussien].....2017-10-18 12:28:10 UTC",2018
3175213,https://wikirate.org/~3175213,Walk Free Foundation+MSA Identification of risks,BVG Group Limited,2016,No,https://wikirate.org/~3081847,https://www.bvg-group.co.uk/bvg-airflo-msa.cfm,,2018
3175270,https://wikirate.org/~3175270,Walk Free Foundation+MSA incidents identified,BVG Group Limited,2016,No,https://wikirate.org/~3081847,https://www.bvg-group.co.uk/bvg-airflo-msa.cfm,,2018
3175351,https://wikirate.org/~3175351,Walk Free Foundation+MSA whistleblowing mechanism (revised),BVG Group Limited,2016,No,https://wikirate.org/~3081847,https://www.bvg-group.co.uk/bvg-airflo-msa.cfm,"We believe that when ethical standards are in place, this can improve worker well-being, productivity and quality. We do this through a series of measures and policies covering Whistleblowing, Anti-Bribery and Corruption, ensuring all employees have employment contracts, and we also monitor employee remuneration and benefits to ensure these meet national legislative requirements. sarah hussien[https://wikirate.org/sarah_hussien].....2017-10-18 12:40:15 UTC We believe that when ethical standards are in place this can improve worker well-being, productivity and quality. We do this through a series of measures and policies covering Whistleblowing, Anti-Bribery and Corruption, ensuring all employees have employment contracts, and we also monitor employee remuneration and benefits to ensure it meets national legislative requirements. 1 Lucia Ixtacuy[https://wikirate.org/Lucia_Ixtacuy].....2021-03-12 20:12:20 UTC",2018
3175458,https://wikirate.org/~3175458,Walk Free Foundation+MSA Business Performance Indicators,BVG Group Limited,2016,No,https://wikirate.org/~3081847,https://www.bvg-group.co.uk/bvg-airflo-msa.cfm,,2018
3174879,https://wikirate.org/~3174879,Business & Human Rights Resource Centre+MSA statement signed,BVG Group Limited,2016,Not signed,https://wikirate.org/~3081847,https://www.bvg-group.co.uk/bvg-airflo-msa.cfm,,2018
3175070,https://wikirate.org/~3175070,Walk Free Foundation+MSA risk management (revised),BVG Group Limited,2016,On-site visits (independent),https://wikirate.org/~3081847,https://www.bvg-group.co.uk/bvg-airflo-msa.cfm,"'A standard supplier contract clause has been introduced requiring compliance with the Slavery Act, and in the event that suppliers fail to take steps to cease or prevent adverse human rights impacts, BVG will terminate its business relationships with those suppliers'' this shows that they are concerned with the matter but doesn't explicitly state that they monitor the actions of suppliers. sarah hussien[https://wikirate.org/sarah_hussien].....2017-10-18 12:30:47 UTC 'spot-check visits to suppliers' Sophie.Christlow 1999[https://wikirate.org/Sophie_Christlow_1999].....2017-10-20 10:06:41 UTC",2018
3174981,https://wikirate.org/~3174981,Walk Free Foundation+MSA policy (revised),BVG Group Limited,2016,Suppliers comply with laws and company’s policies (beyond tier 1),https://wikirate.org/~3081847,https://www.bvg-group.co.uk/bvg-airflo-msa.cfm,"'Imported products sourced from outside the UK or EC are potentially more at risk of slavery or human trafficking issues, and we focus our efforts accordingly. Where possible we have built long standing relationships with our suppliers and we make very clear our expectations of business behaviour, engaging only those suppliers that uphold the same principles as BVG'' sarah hussien[https://wikirate.org/sarah_hussien].....2017-10-18 12:26:38 UTC",2018
3175159,https://wikirate.org/~3175159,Walk Free Foundation+MSA risk assessment,BVG Group Limited,2016,Use of risk management tool or software,https://wikirate.org/~3081847,https://www.bvg-group.co.uk/bvg-airflo-msa.cfm,spot-check visits to suppliers' Sophie.Christlow 1999[https://wikirate.org/Sophie_Christlow_1999].....2017-10-20 10:05:37 UTC,2018
3175412,https://wikirate.org/~3175412,Walk Free Foundation+MSA Performance Indicators,BVG Group Limited,2016,Yes,https://wikirate.org/~3081847,https://www.bvg-group.co.uk/bvg-airflo-msa.cfm,"'We work closely with our suppliers in helping them achieve the necessary levels of social compliance, and favour those businesses which demonstrate appropriate social accreditations such as those offered through organisations such as SEDEX, WRAP and BSCI'' sarah hussien[https://wikirate.org/sarah_hussien].....2017-10-18 12:42:18 UTC",2018
3174763,https://wikirate.org/~3174763,Business & Human Rights Resource Centre+Modern Slavery Statement,BVG Group Limited,2016,Yes - UK Modern Slavery Act,https://wikirate.org/~3081847,https://www.bvg-group.co.uk/bvg-airflo-msa.cfm,,2018
3162384,https://wikirate.org/~3162384,Walk Free Foundation+MSA risk management (revised),Cambria Automobiles Plc,2016,Audits of suppliers (self- reporting),https://wikirate.org/~3081883,http://www.cambriaautomobilesplc.com/slavery-statement,,2018
3162437,https://wikirate.org/~3162437,Walk Free Foundation+MSA risk assessment,Cambria Automobiles Plc,2016,Conducting research,https://wikirate.org/~3081883,http://www.cambriaautomobilesplc.com/slavery-statement,Require copy of Equal Opportunities Statement and Whistleblowing policy as part of their risk assessment Luke Calvert[https://wikirate.org/Luke_Calvert].....2017-10-17 16:53:28 UTC,2018
3162335,https://wikirate.org/~3162335,Walk Free Foundation+MSA supply chain disclosure,Cambria Automobiles Plc,2016,No,https://wikirate.org/~3081883,http://www.cambriaautomobilesplc.com/slavery-statement,,2018
3162474,https://wikirate.org/~3162474,Walk Free Foundation+MSA Identification of risks,Cambria Automobiles Plc,2016,No,https://wikirate.org/~3081883,http://www.cambriaautomobilesplc.com/slavery-statement,,2018
3162478,https://wikirate.org/~3162478,Walk Free Foundation+MSA incidents identified,Cambria Automobiles Plc,2016,No,https://wikirate.org/~3081883,http://www.cambriaautomobilesplc.com/slavery-statement,,2018
3162561,https://wikirate.org/~3162561,Walk Free Foundation+MSA whistleblowing mechanism (revised),Cambria Automobiles Plc,2016,No,https://wikirate.org/~3081883,http://www.cambriaautomobilesplc.com/slavery-statement,"The smaller primary suppliers, who are not required to produce a Slavery and Human Trafficking Statement, increase our inability to be able to monitor this as effectively. On this basis we require a copy of their Equal Opportunities Statement and Whistleblowing policy as part of our risk assessment. 2 Lucia Ixtacuy[https://wikirate.org/Lucia_Ixtacuy].....2021-03-12 20:19:20 UTC",2018
3162613,https://wikirate.org/~3162613,Walk Free Foundation+MSA Performance Indicators,Cambria Automobiles Plc,2016,No,https://wikirate.org/~3081883,http://www.cambriaautomobilesplc.com/slavery-statement,We aim to ensure that our performance indicators do not put pressure on or influence any modern slavery risk through the negotiation of agreed performance targets with our suppliers.' Luke Calvert[https://wikirate.org/Luke_Calvert].....2017-10-17 16:57:03 UTC,2018
3162206,https://wikirate.org/~3162206,Business & Human Rights Resource Centre+MSA statement signed,Cambria Automobiles Plc,2016,Signed by CEO,https://wikirate.org/~3081883,http://www.cambriaautomobilesplc.com/slavery-statement,,2018
3162258,https://wikirate.org/~3162258,Walk Free Foundation+MSA policy (revised),Cambria Automobiles Plc,2016,Suppliers comply with laws and company’s policies (direct / tier 1),https://wikirate.org/~3081883,http://www.cambriaautomobilesplc.com/slavery-statement,,2018
3162639,https://wikirate.org/~3162639,Walk Free Foundation+MSA Business Performance Indicators,Cambria Automobiles Plc,2016,Yes,https://wikirate.org/~3081883,http://www.cambriaautomobilesplc.com/slavery-statement,We aim to ensure that our performance indicators do not put pressure on or influence any modern slavery risk through the negotiation of agreed performance targets with our suppliers.' Luke Calvert[https://wikirate.org/Luke_Calvert].....2017-10-17 16:57:30 UTC,2018
3161866,https://wikirate.org/~3161866,Business & Human Rights Resource Centre+Modern Slavery Statement,Cambria Automobiles Plc,2016,Yes - UK Modern Slavery Act,https://wikirate.org/~3081883,http://www.cambriaautomobilesplc.com/slavery-statement,,2018
5475874,https://wikirate.org/~5475874,Business & Human Rights Resource Centre+MSA Statement Approval,Capula Investment Management LLP,2019,Approved by Board,https://wikirate.org/~5475803,https://wikirate.s3.amazonaws.com/files/5465910/20832808.pdf,"""This statement, as undersigned, has been approved by the Board of Partners of CIM LLP and the Board of Directors of CISL."" Rushil Hora[https://wikirate.org/Rushil_Hora].....2019-10-20 12:14:00 UTC",2018
5476271,https://wikirate.org/~5476271,Walk Free Foundation+MSA risk assessment,Capula Investment Management LLP,2019,Conducting research,https://wikirate.org/~5475803,https://wikirate.s3.amazonaws.com/files/5465910/20832808.pdf,"Page 2/3, ""ensuring that services to its U.K. premises are sources from reputable suppliers; where appropriate, ensuring that pre-contractual due diligence encompasses a modern slavery risk assessment; and seeking assurances, including if possible by way of contractual clauses, to ensure that the suppler has conducted its own assessment and/or taken steps to reduce the risk of modern slavery occurring within its business and supply chain"". Rushil Hora[https://wikirate.org/Rushil_Hora].....2019-10-20 13:11:04 UTC",2018
5475910,https://wikirate.org/~5475910,Walk Free Foundation+MSA supply chain disclosure,Capula Investment Management LLP,2019,Geographical,https://wikirate.org/~5475803,https://wikirate.s3.amazonaws.com/files/5465910/20832808.pdf,"Page 2, ""Capula operates from London office premises subject to a lease granted by a UK-listed landlord that is also subject to the provisions of the Act"" Rushil Hora[https://wikirate.org/Rushil_Hora].....2019-10-20 12:28:17 UTC",2018
5476340,https://wikirate.org/~5476340,Walk Free Foundation+MSA Identification of risks,Capula Investment Management LLP,2019,No,https://wikirate.org/~5475803,https://wikirate.s3.amazonaws.com/files/5465910/20832808.pdf,,2018
5476354,https://wikirate.org/~5476354,Walk Free Foundation+MSA risk management (revised),Capula Investment Management LLP,2019,No,https://wikirate.org/~5475803,https://wikirate.s3.amazonaws.com/files/5465910/20832808.pdf,,2018
5476368,https://wikirate.org/~5476368,Walk Free Foundation+MSA incidents identified,Capula Investment Management LLP,2019,No,https://wikirate.org/~5475803,https://wikirate.s3.amazonaws.com/files/5465910/20832808.pdf,,2018
5476422,https://wikirate.org/~5476422,Walk Free Foundation+MSA incidents remediation (revised),Capula Investment Management LLP,2019,No,https://wikirate.org/~5475803,https://wikirate.s3.amazonaws.com/files/5465910/20832808.pdf,,2018
5476428,https://wikirate.org/~5476428,Walk Free Foundation+MSA whistleblowing mechanism (revised),Capula Investment Management LLP,2019,No,https://wikirate.org/~5475803,https://wikirate.s3.amazonaws.com/files/5465910/20832808.pdf,,2018
5476443,https://wikirate.org/~5476443,Walk Free Foundation+MSA training (revised),Capula Investment Management LLP,2019,No,https://wikirate.org/~5475803,https://wikirate.s3.amazonaws.com/files/5465910/20832808.pdf,,2018
5476456,https://wikirate.org/~5476456,Walk Free Foundation+MSA Performance Indicators,Capula Investment Management LLP,2019,No,https://wikirate.org/~5475803,https://wikirate.s3.amazonaws.com/files/5465910/20832808.pdf,,2018
5476476,https://wikirate.org/~5476476,Walk Free Foundation+MSA Business Performance Indicators,Capula Investment Management LLP,2019,No,https://wikirate.org/~5475803,https://wikirate.s3.amazonaws.com/files/5465910/20832808.pdf,,2018
5476502,https://wikirate.org/~5476502,Walk Free Foundation+MSA Impact on Company Behaviour,Capula Investment Management LLP,2019,No,https://wikirate.org/~5475803,https://wikirate.s3.amazonaws.com/files/5465910/20832808.pdf,,2018
5475867,https://wikirate.org/~5475867,Business & Human Rights Resource Centre+MSA statement signed,Capula Investment Management LLP,2019,Signed - no title,https://wikirate.org/~5475803,https://wikirate.s3.amazonaws.com/files/5465910/20832808.pdf,"No explicit name or role given, simply signed by an individual on behalf of Capula Investment Management LLP, and an individual on behalf of Capula Investment Services Ltd. Rushil Hora[https://wikirate.org/Rushil_Hora].....2019-10-20 12:08:58 UTC",2018
5476086,https://wikirate.org/~5476086,Walk Free Foundation+MSA policy (revised),Capula Investment Management LLP,2019,"Suppliers comply with laws and company’s policies (direct / tier 1), Prohibit use of forced labour (direct / tier 1), Code of conduct or supplier code includes clauses on slavery and human trafficking (beyond tier 1), Suppliers produce their own statement (direct / tier 1), Suppliers protect migrant workers (direct / tier 1)",https://wikirate.org/~5475803,https://wikirate.s3.amazonaws.com/files/5465910/20832808.pdf,"Page 2, ""Capula operates from London office premises subject to a lease granted by a UK-listed landlord that is also subject to the provisions of the Act"". Rushil Hora[https://wikirate.org/Rushil_Hora].....2019-10-20 12:47:03 UTC Page 2, ""Capula is committed to conducting business without modern slavery and to taking appropriate and reasonable measures to minimise the risk of modern slavery occurring within its business and its supply chains"". Rushil Hora[https://wikirate.org/Rushil_Hora].....2019-10-20 12:54:41 UTC ""'Modern slavery' under the Act may refer to slavery, servitude, forced or compulsory labour and human trafficking. Capula is committed to conducting business without modern slavery and to taking appropriate and reasonable measures to minimise the risk of modern slavery occurring within its business and its supply chains"". Rushil Hora[https://wikirate.org/Rushil_Hora].....2019-10-20 12:56:57 UTC Page 2, ""Capula's international workforce in London commandos compensation in line with the rest of ...",2018
5475884,https://wikirate.org/~5475884,Walk Free Foundation+MSA Ownership Disclosure,Capula Investment Management LLP,2019,Yes,https://wikirate.org/~5475803,https://wikirate.s3.amazonaws.com/files/5465910/20832808.pdf,"Page 2, ""Capula's sole business activity is investment management. Capula trades in the financial markets, primarily in the sovereign debt of lending, developed nations"". Page 2, ""Capula operates from London office premises subject to a lease granted by a UL-listed landlord that is also subject to the provisions of the Act. The majority of maintenance and cleaning services are contracted through the landlord"". Rushil Hora[https://wikirate.org/Rushil_Hora].....2019-10-20 12:19:31 UTC",2018
5745966,https://wikirate.org/~5745966,Business & Human Rights Resource Centre+MSA Statement Approval,Cardif Pinnacle Limited,2019,Approved by Board,https://wikirate.org/~5460274,https://www.cardifpinnacle.com/about/modern-slavery-and-human-trafficking-statement,Bottom of the document. Gabriella Gavalas[https://wikirate.org/Gabriella_Gavalas].....2020-02-27 00:07:21 UTC,2018
5745893,https://wikirate.org/~5745893,Walk Free Foundation+MSA Identification of risks,Cardif Pinnacle Limited,2019,No,https://wikirate.org/~5460274,https://www.cardifpinnacle.com/about/modern-slavery-and-human-trafficking-statement,No specific identifications were made. Gabriella Gavalas[https://wikirate.org/Gabriella_Gavalas].....2020-02-26 23:42:22 UTC,2018
5745900,https://wikirate.org/~5745900,Walk Free Foundation+MSA supply chain disclosure,Cardif Pinnacle Limited,2019,No,https://wikirate.org/~5460274,https://www.cardifpinnacle.com/about/modern-slavery-and-human-trafficking-statement,,2018
5745952,https://wikirate.org/~5745952,Walk Free Foundation+MSA Performance Indicators,Cardif Pinnacle Limited,2019,No,https://wikirate.org/~5460274,https://www.cardifpinnacle.com/about/modern-slavery-and-human-trafficking-statement,"The company claims that they provide additional training for any staff facing potential supply chain risk, but does not include wording ""KPI"" or specifics on that. They indicate they have a whistleblowing procedure, where anything disclosed is kept confidential, and Cardif Pinnacle also extends supplier questionnaires to third part suppliers presenting risks in their supply chains. The statement does not include specific numbers or direct measures they use. Gabriella Gavalas[https://wikirate.org/Gabriella_Gavalas].....2020-02-27 00:03:37 UTC",2018
5746024,https://wikirate.org/~5746024,Walk Free Foundation+MSA risk management (revised),Cardif Pinnacle Limited,2019,No,https://wikirate.org/~5460274,https://www.cardifpinnacle.com/about/modern-slavery-and-human-trafficking-statement,"No specific monitoring was listed. Rather, they stated that ""Modern slavery and human trafficking risk... is managed and monitored on an ongoing basis by the company's risk function in conjunction with other relevant business functions."" Gabriella Gavalas[https://wikirate.org/Gabriella_Gavalas].....2020-02-27 00:26:37 UTC",2018
5746045,https://wikirate.org/~5746045,Walk Free Foundation+MSA incidents identified,Cardif Pinnacle Limited,2019,No,https://wikirate.org/~5460274,https://www.cardifpinnacle.com/about/modern-slavery-and-human-trafficking-statement,,2018
5746051,https://wikirate.org/~5746051,Walk Free Foundation+MSA incidents remediation (revised),Cardif Pinnacle Limited,2019,No,https://wikirate.org/~5460274,https://www.cardifpinnacle.com/about/modern-slavery-and-human-trafficking-statement,All they say is that they have a zero-tolerance approach. Gabriella Gavalas[https://wikirate.org/Gabriella_Gavalas].....2020-02-27 00:30:27 UTC,2018
5746079,https://wikirate.org/~5746079,Walk Free Foundation+MSA Business Performance Indicators,Cardif Pinnacle Limited,2019,No,https://wikirate.org/~5460274,https://www.cardifpinnacle.com/about/modern-slavery-and-human-trafficking-statement,,2018
5746091,https://wikirate.org/~5746091,Walk Free Foundation+MSA Ownership Disclosure,Cardif Pinnacle Limited,2019,No,https://wikirate.org/~5460274,https://www.cardifpinnacle.com/about/modern-slavery-and-human-trafficking-statement,,2018
5745906,https://wikirate.org/~5745906,Business & Human Rights Resource Centre+MSA statement signed,Cardif Pinnacle Limited,2019,Not signed,https://wikirate.org/~5460274,https://www.cardifpinnacle.com/about/modern-slavery-and-human-trafficking-statement,"There is no signature. Rather, at the bottom of the statement it says, ""This statement is owned by the Executive Management Team and approved by the Board of Directors. It is reviewed annually and published on the Cardif Pinnacle website."" Gabriella Gavalas[https://wikirate.org/Gabriella_Gavalas].....2020-02-26 23:47:04 UTC",2018
5745919,https://wikirate.org/~5745919,Walk Free Foundation+MSA risk assessment,Cardif Pinnacle Limited,2019,Risk-based questionnaires,https://wikirate.org/~5460274,https://www.cardifpinnacle.com/about/modern-slavery-and-human-trafficking-statement,"Cardif Pinnacle uses supplier questionnaires, in addition to ""requesting information about the supplier's own policies and mitigation processes."" They state that this is all part of their additional due diligence and that employees and suppliers should also be informants on any suspicions of modern slavery they may have. Gabriella Gavalas[https://wikirate.org/Gabriella_Gavalas].....2020-02-26 23:52:19 UTC",2018
5746017,https://wikirate.org/~5746017,Walk Free Foundation+MSA policy (revised),Cardif Pinnacle Limited,2019,Suppliers comply with laws and company’s policies (direct / tier 1),https://wikirate.org/~5460274,https://www.cardifpinnacle.com/about/modern-slavery-and-human-trafficking-statement,"Cardif Pinnacle simply listed policies applying to their own business operations, and just said that ""We are committed to acting ethically and with integrity in dealing with our partners, suppliers and customers, and to implementing and maintaining systems and controls that effectively ensure modern slavery and human trafficking are not taking place anywhere in our business or that of our supply chain."" Gabriella Gavalas[https://wikirate.org/Gabriella_Gavalas].....2020-02-27 00:21:33 UTC",2018
5746072,https://wikirate.org/~5746072,Walk Free Foundation+MSA training (revised),Cardif Pinnacle Limited,2019,Training provided - not specified,https://wikirate.org/~5460274,https://www.cardifpinnacle.com/about/modern-slavery-and-human-trafficking-statement,"Found under ""Awareness and Training"" which is the last section of the statement, and says ""Staff involved in procuring products and services in those categories where there is a potential supply chain risk are provided with additional guidance and training."" Gabriella Gavalas[https://wikirate.org/Gabriella_Gavalas].....2020-02-27 00:33:56 UTC . Modern slavery and human trafficking risk is included in the risk management process, and is managed and monitored on an ongoing basis by the company's risk function in conjunction with other relevant business functions.2 Awareness and Training Staff involved in procuring products and services in those categories where there is a potential supply chain risk are provided with additional guidance and training.2 xokucfrd[https://wikirate.org/xokucfrd].....2021-04-06 14:23:18 UTC",2018
5746038,https://wikirate.org/~5746038,Walk Free Foundation+MSA Impact on Company Behaviour,Cardif Pinnacle Limited,2019,Yes,https://wikirate.org/~5460274,https://www.cardifpinnacle.com/about/modern-slavery-and-human-trafficking-statement,"Found in the beginning of the statement. ""This Statement constitutes Cardif Pinnacle's slavery and human trafficking statement pursuant to s. 54(1) MSA and sets out the steps that Cardif Pinnacle has taken to ensure that slavery and human trafficking are not taking place in its direct operations or supply chains.The Board attests annually that Cardif Pinnacle complies with this Statement through the information provided by the business."" Gabriella Gavalas[https://wikirate.org/Gabriella_Gavalas].....2020-02-27 00:28:39 UTC",2018
5482250,https://wikirate.org/~5482250,Business & Human Rights Resource Centre+MSA Statement Approval,Cardinus Risk Management Limited,2019,Approval not explicit in statement,https://wikirate.org/~5465918,https://www.thbgroup.com/assets/files/TAL-ModernSlaveryStatement-2019.pdf,"page 1, paragraph 5 Daniel Hull[https://wikirate.org/Daniel_Hull].....2019-10-21 13:30:20 UTC Paragraph 5. ""...our supply chain and the Boards of these organisations fully support these measures."" Abdulrahman Mustapha[https://wikirate.org/Abdulrahman_Mustapha].....2019-10-24 00:40:52 UTC No mention of the Board approving the statement Lucia Ixtacuy[https://wikirate.org/Lucia_Ixtacuy].....2020-02-18 10:22:23 UTC",2018
5482313,https://wikirate.org/~5482313,Walk Free Foundation+MSA supply chain disclosure,Cardinus Risk Management Limited,2019,Geographical,https://wikirate.org/~5465918,https://www.thbgroup.com/assets/files/TAL-ModernSlaveryStatement-2019.pdf,page 1 paragraph 4 Daniel Hull[https://wikirate.org/Daniel_Hull].....2019-10-21 13:32:37 UTC,2018
5482551,https://wikirate.org/~5482551,Walk Free Foundation+MSA risk management (revised),Cardinus Risk Management Limited,2019,In Development,https://wikirate.org/~5465918,https://www.thbgroup.com/assets/files/TAL-ModernSlaveryStatement-2019.pdf,page 1 Daniel Hull[https://wikirate.org/Daniel_Hull].....2019-10-21 13:40:29 UTC,2018
5482380,https://wikirate.org/~5482380,Walk Free Foundation+MSA policy (revised),Cardinus Risk Management Limited,2019,No,https://wikirate.org/~5465918,https://www.thbgroup.com/assets/files/TAL-ModernSlaveryStatement-2019.pdf,States that they have steps in place but does not specify. Daniel Hull[https://wikirate.org/Daniel_Hull].....2019-10-21 13:34:56 UTC The bullet points at the bottom of the page Abdulrahman Mustapha[https://wikirate.org/Abdulrahman_Mustapha].....2019-10-24 00:49:55 UTC,2018
5482483,https://wikirate.org/~5482483,Walk Free Foundation+MSA Identification of risks,Cardinus Risk Management Limited,2019,No,https://wikirate.org/~5465918,https://www.thbgroup.com/assets/files/TAL-ModernSlaveryStatement-2019.pdf,says 'in all business dealings' Daniel Hull[https://wikirate.org/Daniel_Hull].....2019-10-21 13:38:40 UTC There is no specific mention of where the risk of modern slavery is greatest. Abdulrahman Mustapha[https://wikirate.org/Abdulrahman_Mustapha].....2019-10-24 00:56:01 UTC,2018
5482572,https://wikirate.org/~5482572,Walk Free Foundation+MSA incidents identified,Cardinus Risk Management Limited,2019,No,https://wikirate.org/~5465918,https://www.thbgroup.com/assets/files/TAL-ModernSlaveryStatement-2019.pdf,There is no evidence of such. Abdulrahman Mustapha[https://wikirate.org/Abdulrahman_Mustapha].....2019-10-24 00:58:05 UTC,2018
