Metric Designer;Metric Title;Question;About;Methodology;Topics;Value Type;Research policy;Metric Type;Report Type;Value options
Corporate Human Rights Benchmark;E.1 Public Response to Allegations;To what degree has the company responded to the allegation and provided further details?;;"The Company has publicly responded to the allegation and provided further details.

Score 1:
The Company has responded publicly to the allegation

Note: This may be a response the Company has made public through a statement in a publicly accessible document on its website, in the press, through BHRRC, or through the CHRB Disclosure Platform.

Score 2:
The Company has responded publicly and in detail to the each aspect of the allegation.

Note: In case of on-going judicial process or if disclosing full details could have adverse impact on affected people, such details are not required to be disclosed publicly and will not affect obtaining a Score 2.";"E. Performance: Responses
to Serious Allegations";Category;Designer assessed;Research Metric;;"Score 0; Score 1"
Corporate Human Rights Benchmark;E.2 Appropriate Response Policies in Place;Does the company have policies in place related to the allegation to prevent the type of alleged impact from re-occurring?;;"The Company has policies in place related to the allegation to prevent the type of alleged impact from re-occurring.

Score 1:
The Company has a publicly available statement of policy committing it to respecting the general human rights principle in question relevant to the impacts covered by the allegation AND the commitment is applicable to business relationships which may have contributed to or been linked to the alleged impact.

Score 2:
The Company meets both of the requirements under Score 1 AND has a policy that refers to the specific type of human rights issue in question.

Note: The policy can be part of a broader human rights policy as long as it provides details on the specific human rights issue in question.";"E. Performance: Responses
to Serious Allegations";Category;Designer assessed;Research Metric;;Score 0, Score 1, Score 2
Corporate Human Rights Benchmark;E.3 Appropriate Action to Address Alleged Impacts;Has the company taken appropriate action to address the alleged impacts?;;"The Company has taken appropriate action to address the alleged impacts.

Score 1:
The Company takes appropriate action to address the alleged impact including through providing remedy(ies) to the affected people OR by having in place related management systems to prevent such impacts depending on its ‘level of involvement’ (whether causing, contributing or directly linked - see 'Note' below) AND engages in a dialogue with the stakeholders reportedly affected in the allegation (or, if the Company is alleged to be directly linked, it encourages its business relationship to do so). If the Company denies the allegation, it engages in a dialogue with the stakeholders reportedly affected in the allegation (or, if the Company is alleged to be directly linked,it encourages its business relationship to do so).

Score 2:
The Company also provides evidence that it provides remedy(ies) that are satisfactory to the victims AND provides evidence of having improved its management systems to prevent such impacts from occurring in future AND engages in dialogue.

If the Company denies the allegation, it also provides evidence of having improved its management systems to prevent such impacts from occurring in future (the measures depending upon the potential level of involvement, whether causing, contributing or directly linked).

Note:
A Company is expected to take appropriate action to respond to impacts under the UN Guiding Principles where a Company identifies that they have caused or contributed to adverse human rights impacts. This varies according to the ‘level of involvement’ in an impact:

• where the Company identifies it has caused or may cause an adverse human rights impact, it should take the necessary steps to cease or prevent the impact and provide for or cooperate in remediation through legitimate processes.

• where the Company identifies that it has contributed or may contribute to an adverse human rights impact, it should take the necessary steps to cease or prevent its contribution, use its leverage to mitigate any remaining impact to the greatest extent possible, and provide for or cooperate in remediation through legitimate processes.

• where a Company identifies that it has not caused or contributed to an adverse human rights impact, but that impact is nevertheless directly linked to its operations, products or services by its business relationship with another entity, the Company should seek to prevent and mitigate the impact and may take a role in remediation.

If the Company has leverage to prevent or mitigate an adverse impact, it should exercise it. Leverage is considered to exist where the Company has the ability to effect change in the wrongful practices of an entity that causes a harm.";"E. Performance: Responses
to Serious Allegations";Category;Designer assessed;Research Metric;;Score 0, Score 1, Score 2
Corporate Human Rights Benchmark;F.A.2.1 Commitment from the Top;Did the company disclose information related to CHRB Indicator A.2.1 according to GRI G4-42 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
GRI G4-42 - (limited to social impacts and to highest governance body/board level) OR equivalent information

Reporting Standard Requirements:

GRI G4-42
Report the highest governance body’s [and senior executives’ roles] in the development, approval, and updating of the organisation’s purpose, value or mission statements, strategies, policies, and goals related to [economic, environmental and] social impacts.";F. Transparency, GRI G4-42;Category;Designer assessed;Research Metric;;"Score 0; Score 1"
Corporate Human Rights Benchmark;F.A.2.2 Board Discussions;Did the company disclose information related to CHRB Indicator A.2.2 according to GRI G4-47 or UNGPRF A2.2 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
GRI G4-47 (limited to social impacts) OR UNGPRF A2.2 (limited to highest governance body/board level) OR equivalent information

Reporting Standard Requirements:

GRI G4-47
Report the frequency of the highest governance body’s review of [economic, environmental and] social impacts, risks, and opportunities.

UNGPRF A2.2
What kinds of human rights issues are discussed [by senior management and] by the board, and why?";F. Transparency, GRI G4-47, UNGPRF A2.2;Category;Designer assessed;Research Metric;;"Score 0; Score 1"
Corporate Human Rights Benchmark;F.A.2.3 Incentives and Performance Management;Did the company disclose information related to CHRB Indicator A.2.3 according to GRI G4-51-b or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
GRI G4-51-b - (limited to social impacts) OR equivalent information

Reporting Standard Requirements:

GRI G4-51:
b. Report how performance criteria in the remuneration policy relate to the highest governance body’s [and senior executives’ economic, environmental and] social objectives.";F. Transparency, GRI G4-51-b;Category;Designer assessed;Research Metric;;"Score 0; Score 1"
Corporate Human Rights Benchmark;F.B.1.1 Responsibility and Resources for Day-to-Day Human Rights Functions;Did the company disclose information related to CHRB Indicator B.1.1 according to GRI G4-35 or GRI G4-36 or UNGPRF A2.1 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
GRI G4-35 (limited to social topics) OR GRI G4-36 (limited to social topics) OR UNGPRF A2.1 OR equivalent information

Reporting Standard Requirements:

GRI G4-35
Report the process for delegating authority for [economic, environmental and] social topics from the highest governance body to senior executives and other employees.

GRI G4-36
Report whether the organisation has appointed an executive-level position or positions with responsibility for [economic, environmental and] social topics, and whether post holders report directly to the highest governance body.

UNGPRF A2.1
How is day-to-day responsibility for human rights performance organised within the company, and why?";F. Transparency, GRI G4-35, GRI G4-36, UNGPRF A2.1;Category;Designer assessed;Research Metric;;"Score 0; Score 1"
Corporate Human Rights Benchmark;F.B.1.2 Incentives and Performance Management;Did the company disclose information related to CHRB Indicator B.1.2 according to GRI G4-51-b or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
GRI G4-51-b - (limited to senior executives) OR equivalent information

Reporting Standard Requirements:

GRI G4-51:
b. Report how performance criteria in the remuneration policy relate to [the highest governance body’s and] senior executives’ economic, environmental and social objectives.";F. Transparency, GRI G4-51-b;Category;Designer assessed;Research Metric;;"Score 0; Score 1"
Corporate Human Rights Benchmark;F.B.1.4.b Communication / Dissemination of Policy Commitment(s) to Business Relationships;Did the company disclose information related to CHRB Indicator B.1.4.b according to UNGPRF A1.3 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
UNGPRF A1.3 OR equivalent information

Reporting Standard Requirements:

UNGPRF A1.3
How is the public commitment disseminated? ";F. Transparency, UNGPRF A1.3;Category;Designer assessed;Research Metric;;"Score 0; Score 1"
Corporate Human Rights Benchmark;F.B.1.5 Training on Human Rights;Did the company disclose information related to CHRB Indicator B.1.5 according to GRI G4-HR2 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
GRI G4-HR2 OR equivalent information

Reporting Standard Requirements:

GRI G4-HR2
a. Report the total number of hours in the reporting period devoted to training on human rights policies or procedures concerning aspects of human rights that are relevant to operations.
b. Report the percentage of employees in the reporting period trained in human rights policies or procedures concerning aspects of human rights that are relevant to operations.";F. Transparency, GRI G4-HR2;Category;Designer assessed;Research Metric;;Score 0, Score 1
Corporate Human Rights Benchmark;F.B.1.6 Monitoring and Corrective Actions;Did the company disclose information related to CHRB Indicator B.1.6 according to GRI G4-LA15-b or GRI G4-HR9 or GRI G4-HR11-b or SASB CN0501-05 or SASB CN0501-06 or SASB CN0103-21 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
GRI G4-LA15-b (AP/AG) OR GRI G4-HR9 (AG/AP/EX) OR GRI G4-HR11-b (AP/AG) OR SASB CN0501-05 (AP) OR SASB CN0501-06 (AP) OR SASB CN0103-21 (AG) OR equivalent information

Reporting Standard Requirements:

GRI G4-LA15
b. Report the number of suppliers identified as having significant actual and potential negative impacts for labor practices.

GRI G4-HR9
Report the total number and percentage of operations that have been subject to human rights reviews or human rights impact assessments, by country.

GRI G4-HR11
b. Report the number of suppliers identified as having significant, actual and potential negative human rights impacts.

SASB CN0501-05
Percentage of (1) tier 1 suppliers and (2) suppliers beyond tier 1 that have been audited to a labor code of conduct, percentage conducted by a third-party auditor.

SASB CN0501-06
Priority non-conformance rate and associated corrective action rate for suppliers’ labor code of conduct audits.

SASB CN0103-21
Suppliers‘ social and environmental responsibility audit conformance:
(1) major non-conformance rate and associated corrective action rate and
(2) minor non-conformance rate and associated corrective action rate.";F. Transparency, GRI G4-LA15-b (AP/AG), GRI G4-HR9 (AG/AP/EX), GRI G4-HR11-b (AP/AG), SASB CN0501-05 (AP) OR SASB CN0501-06 (AP), SASB CN0103-21 (AG);Category;Designer assessed;Research Metric;;Score 0, Score 1
Corporate Human Rights Benchmark;F.B.1.7 Engaging Business Relationships;Did the company disclose information related to CHRB Indicator B.1.7 according to GRI G4-LA14 or GRI G4-HR10 or GRI G4-LA15-d-e or GRI G4-HR11-d-e or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
GRI G4-LA14 (AP/AG) OR GRI G4-HR10 (AP/ AG) OR GRI G4-LA15-d-e (AP/AG) OR GRI G4-HR11-d-e (AP/AG) OR equivalent information

Reporting Standard Requirements:

GRI G4-LA14
Report the percentage of new suppliers that were screened using labor practices criteria.

GRI G4-HR10
Report the percentage of new suppliers that were screened using human rights criteria.

GRI G4-LA15
d. Report the percentage of suppliers identified as having significant actual and potential negative impacts for labor practices with which improvements were agreed upon as a result of assessment.
e. Report the percentage of suppliers identified as having significant actual and potential negative impacts for labor practices with which relationships were terminated as a result of assessment, and why.

GRI G4-HR11
d. Report the percentage of suppliers identified as having significant actual and potential negative human rights impacts with which improvements were agreed upon as a result of assessment.
e. Report the percentage of suppliers identified as having significant actual and potential negative human rights impacts with which relationships were terminated as a result of assessment, and why.";F. Transparency, GRI G4-LA14 (AP/AG), GRI G4-HR10 (AP/ AG), GRI G4-LA15-d-e (AP/AG), GRI G4-HR11-d-e (AP/AG);Category;Designer assessed;Research Metric;;Score 0, Score 1
Corporate Human Rights Benchmark;F.B.1.8 Framework for Engagement with Potentially Affected Stakeholders;Did the company disclose information related to CHRB Indicator B.1.8 according to GRI G4-25-a or GRI G4-26-a or UNGPRF C2 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
GRI G4-25-a. (limited to social topics) OR GRI G4-26-a. (limited to social topics) OR UNGPRF C2 OR equivalent information

Reporting Standard Requirements:

GRI G4-25
a. Report the basis for identification and selection of stakeholders with whom to engage.

GRI G4-26
a. Report the organisation’s approach to stakeholder engagement, including frequency of engagement by type and by stakeholder group, and an indication of whether any of the engagement was undertaken specifically as part of the report preparation process.

UNGPRF C2
What is the company’s approach to engagement with stakeholders in relation to each salient human rights issue?";F. Transparency, GRI G4-25-a, GRI G4-26-a, UNGPRF C2;Category;Designer assessed;Research Metric;;Score 0, Score 1
Corporate Human Rights Benchmark;F.B.2.1 Identifying: Processes and Triggers for Identifying Human Rights Risks and Impacts;Did the company disclose information related to CHRB Indicator B.2.1 according to UNGPRF B2 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
UNGPRF B2 OR equivalent information

Reporting Standard Requirements:

UNGPRF B2
Describe how the salient human rights issues were determined, including any input from stakeholders.";F. Transparency, UNGPRF B2;Category;Designer assessed;Research Metric;;Score 0, Score 1
Corporate Human Rights Benchmark;F.B.2.2 Assessing: Assessment of Risks and Impacts Identified (salient risks and key industry risks);Did the company disclose information related to CHRB Indicator B.2.2 according to UNGPRF B1 or GRI G4-LA15-c or GRI G4-HR11-c or GRI G4-SO2 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
UNGPRF B1 OR GRI G4-LA15-c (AP/AG) OR GRI G4-HR11-c (AP/AG) OR GRI G4-SO2 (EX/ AG) OR equivalent information

Reporting Standard Requirements:

UNGPRF B1
State the salient human rights issues associated with the company’s activ- ities and business relationships during the reporting period.

GRI G4-LA15
c. Report the significant actual and potential negative impacts for labor practices identified in the supply chain.

GRI G4-HR11
c. Report the significant actual and potential negative human rights impacts identified in the supply chain.

GRI G4-SO2
Report operations with significant actual and potential negative impacts on local communities, including: The location of the operations; The signif- icant actual and potential negative impacts of operations.";F. Transparency, UNGPRF B1, GRI G4-LA15-c (AP/AG), GRI G4-HR11-c (AP/AG), GRI G4-SO2 (EX/ AG);Category;Designer assessed;Research Metric;;Score 0, Score 1
Corporate Human Rights Benchmark;F.B.2.3 Integrating and Acting: Integrating Assessment Findings Internally and Taking Appropriate Cction;Did the company disclose information related to CHRB Indicator B.2.3 according to UNGPRF C4.3 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
UNGPRF C4.3 OR equivalent information

Reporting Standard Requirements:

UNGPRF C4.3
During the reporting period, what action has the company taken to pre- vent or mitigate potential impacts related to each salient issue?";F. Transparency, UNGPRF C4.3;Category;Designer assessed;Research Metric;;Score 0, Score 1
Corporate Human Rights Benchmark;F.B.2.4 Tracking: Monitoring and Evaluating the Effectiveness of Actions to Respond to Human Rights Risks and Impacts;Did the company disclose information related to CHRB Indicator B.2.4 according to UNGPRF C5 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
UNGPRF C5 OR equivalent information

Reporting Standard Requirements:

UNGPRF C5
How does the company know if its efforts to address each salient human rights issue are effective in practice?";F. Transparency, UNGPRF C5;Category;Designer assessed;Research Metric;;Score 0, Score 1
Corporate Human Rights Benchmark;F.C.1 Grievance Channels / Mechanisms to Receive Complaints or Concerns from Workers;Did the company disclose information related to CHRB Indicator C.1 according to GRI G4-LA16 or GRI G4-HR12 or UNGPRF C6.1 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
GRI G4-LA16 OR GRI G4-HR12 OR UNGPRF C6.1 OR equivalent information

Reporting Standard Requirements:

GRI G4-LA16
a. Report the total number of grievances about labor practices filed through formal grievance mechanisms during the reporting period.
b. Of the identified grievances, report how many were: Addressed during the reporting period; Resolved during the reporting period.
c. Report the total number of grievances about labor practices filed prior to the reporting period that were resolved during the reporting period.

GRI G4-HR12
a. Report the total number of grievances about human rights impacts filed through formal grievance mechanisms during the reporting period.
b. Of the identified grievances, report how many were: Addressed during the reporting period; Resolved during the reporting period.
c. Report the total number of grievances about human rights impacts filed prior to the reporting period that were resolved during the reporting period.

UNGPRF C6.1
Through what means can the company receive complaints or concerns related to each salient issue?";F. Transparency, GRI G4-LA16, GRI G4-HR12, UNGPRF C6.1;Category;Designer assessed;Research Metric;;Score 0, Score 1
Corporate Human Rights Benchmark;F.C.2 Grievance Channels / Mechanisms to Receive Complaints or Concerns from External Individuals and Communities;Did the company disclose information related to CHRB Indicator C.2 according to GRI G4-HR12 or UNGPRF C6.1 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
GRI G4-HR12 OR UNGPRF C6.1 OR equivalent information

Reporting Standard Requirements:

GRI G4-HR12
a. Report the total number of grievances about human rights impacts filed through formal grievance mechanisms during the reporting period.
b. Of the identified grievances, report how many were: Addressed during the reporting period; Resolved during the reporting period.
c. Report the total number of grievances about human rights impacts filed prior to the reporting period that were resolved during the reporting period.

UNGPRF C6.1
Through what means can the company receive complaints or concerns related to each salient issue?";F. Transparency, GRI G4-HR12 OR UNGPRF C6.1;Category;Designer assessed;Research Metric;;Score 0, Score 1
Corporate Human Rights Benchmark;F.C.3 Users are Involved in the Design and Performance of the Channel(s) / Mechanism(s);Did the company disclose information related to CHRB Indicator C.3 according to UNGPRF C6.2 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
UNGPRF C6.2 OR equivalent information

Reporting Standard Requirements:

UNGPRF C6.2
How does the company know if people feel able and empowered to raise complaints or concerns?";F. Transparency, UNGPRF C6.2;Category;Designer assessed;Research Metric;;Score 0, Score 1
Corporate Human Rights Benchmark;F.C.4 Procedures Related to the Mechanism(s) / Channel(s) are Publicly Available and Explained;Did the company disclose information related to CHRB Indicator C.4 according to UNGPRF C6.3 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
UNGPRF C6.3 OR equivalent information

Reporting Standard Requirements:

UNGPRF C6.3
How does the company process complaints and assess the effectiveness of outcomes?";F. Transparency, UNGPRF C6.3;Category;Designer assessed;Research Metric;;Score 0, Score 1
Corporate Human Rights Benchmark;F.C.7 Remedying Adverse Impacts and Incorporating Lessons Learnt;Did the company disclose information related to CHRB Indicator C.7 according to UNGPRF C6 or UNGPRF C6.4 or UNGPRF C6.5 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
UNGPRF C6 OR UNGPRF C6.4 OR UNGPRF C6.5 OR equivalent information

Reporting Standard Requirements:

UNGPRF C6
How does the company enable effective remedy if people are harmed by its actions or decisions in relation to the salient human rights issues?

UNGPRF C6.4
During the reporting period, what were the trends and patterns in com- plaints or concerns and their outcomes regarding each salient issue, and what lessons has the company learned?

UNGPRF C6.5
During the reporting period, did the company provide or enable remedy for any actual impacts related to a salient issue and, if so, what are typical or significant examples?";F. Transparency, UNGPRF C6, UNGPRF C6.4, UNGPRF C6.5;Category;Designer assessed;Research Metric;;Score 0, Score 1
Corporate Human Rights Benchmark;F.D.1.1.a Agricultural Products: Living Wage (Own Agricultural Operations);Did the company disclose information related to CHRB Indicator D.1.1.a according to GRI G4-EC5 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
GRI G4-EC5 OR equivalent information

Reporting Standard Requirements:

GRI G4-EC5
Ratios of standard entry level wage [by gender] compared to local minimum wage at significant locations of operation.";F. Transparency, GRI G4-EC5;Category;Designer assessed;Research Metric;;Score 0, Score 1
Corporate Human Rights Benchmark;F.D.1.2 Agricultural Products: Aligning Purchasing Decisions with Human Rights;Did the company disclose information related to CHRB Indicator D.1.2 according to UNGPRF C4.2 or an equivalent reporting standard?;This Measurement Theme seeks to recognise companies that disclose relevant information on human rights, regardless of whether the disclosed information is sufficient to meet a Score 1 or 2 in a CHRB indicator. ‘Disclosure points’ are awarded to companies that report relevant information related to a CHRB indicator against specific requirements under the Global Reporting Initiative (GRI), Sustainability Accounting Standards Board (SASB), UN Guiding Principles Reporting Framework (UNGPRF) reporting standards or equivalent standards. Note that requirements under GRI, SASB or UNGPRF or equivalent standards that are much broader than the respective CHRB indicator are not taken into account.;"CHRB Disclosure Point:
UNGPRF C4.2 OR equivalent information

Reporting Standard Requirements:

UNGPRF C4.2
When tensions arise between the prevention or mitigation of impacts related to a salient issue and other business objectives, how are these tensions addressed.";F. Transparency, UNGPRF C4.2;Category;Designer assessed;Research Metric;;Score 0, Score 1
