metric_designer,metric_title,question,about,methodology,topic,value_type,research_policy,metric_type,report_type
Fashion Revolution,Gender Equality Guidance in Supplier Code of Conduct,Does the company publish best practice guidance on issues facing female workers in the supply chain in the Supplier/Vendor Code of Conduct?,Publishing best practice guidance in the Code of Conducts allows suppliers to clearly see how issues affecting women in the supply chain should be dealt with.,"In this metric question you are being asked to identify whether the company publishes best practice guidance on issues facing female workers in the supply chain in the Supplier/Vendor Code of Conduct. Start by looking for best practice guidance on issues facing female workers in the supply chain in the Supplier/Vendor Code of Conduct (e.g sexual harassment and other forms of gender-based violence; treatment and firing of pregnant workers; maternity leave/pay; bathroom breaks during periods; women in supervisor/middle management roles; gender pay gap; women on Worker Participations Committees and in unions; etc.).

Where to look for this information:

*Supplier code of conduct
*Vendor/Supplier handbook
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)


When going through the sources to find the information, good key words for your searches include:
*Gender equality
*Sexual harassment
*Capacity building
*Gender-based violence
*Code of Conduct
*Supplier manual

Things to keep in mind: 
*Must be in the supply chain

","Gender Equality, Supply Chain, Female, Empowerment, Tackling, Gender-Based, Discrimination, Violence, Gender, Women, Workers, Supervisor, Management, Supplier, Diversity, Code of Conduct, Harassment, Treatment, Firing, Pregnant, Maternity, Pay, Leave, Bathroom, Periods, Supervisor, Management, Gender Pay Gap, Worker Participation Committees, Unions",Category (Yes;No),community assessed,Researched,
Fashion Revolution,"Disclosure of Gender-based Labour Violations
",Does the company publish data on the prevalence of gender-based labour violations in supplier facilities?,"Publishing data on gender-based violations shows that a brand is committed to being working to identify and improve conditions for female workers within their supply chain and that they are honest about their progress.
","In this metric question you are being asked to identify whether the company publishes data on the prevalence of gender-based labour violations in supplier facilities. Start by looking for published data on the prevalence of gender-based labour violations in supplier facilities (e.g sexual harassment and other forms of gender-based violence; treatment and firing of pregnant workers; maternity pay; bathroom breaks during periods, etc; women in supervisor/middle management roles; gender pay gap; women on Worker Participations Committees and in unions; etc.)

Where to look for this information:

*Corporate Social Responsibility report
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)


When going through the sources to find the information, good key words for your searches include:
*Gender equality
*Sexual harassment
*Gender-based violence
*Labour violations

Things to keep in mind: 
*Must be in the supply chain

","Gender Equality, Supply Chain, Female, Empowerment, Tackling, Gender-Based, Discrimination, Violence, Gender, Women, Workers, Supervisor, Management, Supplier, Diversity, Code of Conduct, Harassment, Treatment, Firing, Pregnant, Maternity, Pay, Leave, Bathroom, Periods, Supervisor, Management, Gender Pay Gap, Worker Participation Committees, Unions",Category (Yes;No),community assessed,Researched,
Fashion Revolution,Women Empowerment Embedded in Business Strategy,Does the company publish its overall business’ strategy (and quantitative goals) related to women’s empowerment?,"Ensuring a strategy is in place to tackle gender inequality within the business or the supply chain is necessary in order to achieve gender equality.
","In this metric question you are being asked to identify whether the company publishes its overall business’ strategy (and quantitative goals) related to women’s empowerment. Start by looking for an overall business strategy — and quantitative goals — related to women’s empowerment (e.g. in line with UN Women/UN Global Compact Women's Empowerment Principles).

Where to look for this information:

*Corporate Social Responsibility report
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)


When going through the sources to find the information, good key words for your searches include:
*Gender equality
*Gender pay gap
*Strategy
*SDG 5

Things to keep in mind: 

*This can be in supply chain or own business","Gender Equality, Supply Chain, Female, Empowerment, Tackling, Gender-Based, Discrimination, Violence, Gender, Women, Workers, Supervisor, Management, Supplier, Diversity, Business, Strategy, Goals, Quantitative, UN, UN Women, UN Global Compact, Women's Empowerment Principle",Category (Yes;No),community assessed,Researched,
Fashion Revolution,"
Male/Female Ratios of Executives Disclosed
",Does the company publish annual male/female ratios or the percentages of women in executive and management positions in the company?,"Publishing data on male/female ratios within company management shows if brands prioritise gender equality and can also show a brands progress on this issue over time. 
","In this metric question you are being asked to identify whether the company publishes annual male/female ratios or the percentages of women in executive and management positions in the company. Start by looking for information on the company's annual male/female ratio or percentage of women in executive and management positions in the company (e.g. within head office and retail stores).

Where to look for this information:

*Corporate Social Responsibility report
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)


When going through the sources to find the information, good key words for your searches include:
*Gender equality
*Executive 
*Managers

Things to keep in mind: 
*This can either be Management or Executive level (i.e. directors)","Gender Equality, Supply Chain, Female, Empowerment, Tackling, Gender-Based, Discrimination, Violence, Gender, Women, Workers, Pay, Gap, Gender Pay Gap, Executive, Management, Company, Head Office, Retail, Stores",Category (Yes;No),community assessed,Researched,
Fashion Revolution,Gender Pay Gap Disclosed,Does the company publish the annual gender pay gap within the company?,"Publishing a gender pay gap report shows that a brand recognises gender equality as an issue that needs to be addresses and can allow stakeholders to drive improvements when needed. It is also mandatory in some countries such as the UK. 
","In this metric question you are being asked to identify whether the company publishes their annual gender pay gap. Start by looking for information on the company's annual gender pay gap (e.g. as required by UK law beginning in April 2017)

Where to look for this information:
*Gender Pay Gap Disclosure
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)


When going through the sources to find the information, good key words for your searches include:
*Gender equality
*Gender pay gap

Things to keep in mind: 
*Often in its own document
","Gender Equality, Supply Chain, Female, Empowerment, Tackling, Gender-Based, Discrimination, Violence, Gender, Women, Workers, Pay, Gap, Gender Pay Gap, Executive, Management, Company, Head Office, Retail, Stores",Category (Yes;No),community assessed,Researched,
Fashion Revolution,Living Wage Commitment,"Does the company disclose a time-bound commitment to pay living wages across the value chain, and if so, who does it apply to?",It is important to put the spotlight on what brands are disclosing about their efforts to address a living wage. Most workers in the supply chain are not paid living wages and find it difficult to afford life's basic necessities on the wages they earn.,"In this metric question you are being asked to identify whether the company discloses a time-bound commitment to pay living wages across the value chain, and if so, who does it apply to. Start by looking for a public disclosure containing the company's time-bound commitment to pay living wages across the value chain.

Where to look for this information:

*Corporate Social Responsibility report
*In Modern Slavery Statement or 
*California Transparency Act disclosure
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)


When going through the sources to find the information, good key words for your searches include:
*Living wage
*Anker methodology
*Asia Floor Wage
*ACT

Things to keep in mind: 
Points for this sub-section only awarded if disclosing what living wage benchmark (e.g. Anker methodology, Asia Floor Wage, etc.) or proprietary calculation the company is using or through a tripartite sector-wide negotiation process (e.g. ACT)
","Living Wage, Money, Wage, Anker Methodology, Asia Floor Wage, Collective, Bargaining, Commitment, ACT, Supply Chain, Purchasing Practices, Forecasting, Long Term, Labour Minute Costing",Multi-category (Direct employees;Suppliers/supply chain workers;No),community assessed,Researched,
Fashion Revolution,Living Wage Progress Reports,"Does the company report on progress towards its commitment to pay living wages across the value chain, and if so, who does it apply to?","It is important for brands to disclose their efforts to address a living wage so that their stakeholders can hold them to account. Most workers in the supply chain are not paid living wages and find it difficult to afford life's basic necessities on the wages they earn so we need to see brands taking serious efforts to remediate this. 
","In this metric question you are being asked to identify whether the company reports on progress towards its commitment to pay living wages across the value chain, and if so, who does it apply to. Start by looking for company reports on their progress towards commitment to pay living wages across the value chain.
Where to look for this information:

*Corporate Social Responsibility report
*In Modern Slavery Statement or *California Transparency Act disclosure
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)


When going through the sources to find the information, good key words for your searches include:
*Living wage
*Anker methodology
*Asia Floor Wage
*ACT

Things to keep in mind: 
Points for this sub-section only awarded if disclosing what living wage benchmark (e.g. Anker methodology, Asia Floor Wage, etc.) or proprietary calculation the company is using or through a tripartite sector-wide negotiation process (e.g. ACT)
","Living Wage, Money, Wage, Anker Methodology, Asia Floor Wage, Collective, Bargaining, Commitment, ACT, Supply Chain, Purchasing Practices, Forecasting, Long Term, Labour Minute Costing",Multi-category (Direct employees;Suppliers/supply chain workers;No),community assessed,Researched,
Fashion Revolution,Purchasing Practices Enable Living Wage,Does the company describe how its purchasing practices enable payment of a living wage to workers in the supply chain?,"It is important for a company to recognise how its purchasing practises can enable or hinder the payment of a living wage to workers within their supply chains and to take action to make sure it enables living wages. 
","In this metric question you are being asked to identify whether the company describes how its purchasing practices enable payment of a living wage to workers in the supply chain. Start by looking for public disclosures on how the company's purchasing practices enable payment of a living wage (e.g. forecasting, long-term commitments, labour minute costing).

Where to look for this information:

*Corporate Social Responsibility report
*In Modern Slavery Statement or California Transparency Act disclosure
*Corporate Social Responsibility report
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)

When going through the sources to find the information, good key words for your searches include:
*Living wage
*Anker methodology
*Asia Floor Wage
*Purchasing Practices
*Labour minute costing
*Forecasting
*Prompt payment

Things to keep in mind: 
*This is one way the company can working to fulfil its commitment to living wages in 5.1A
","Living Wage, Money, Wage, Anker Methodology, Asia Floor Wage, Collective, Bargaining, Commitment, ACT, Supply Chain, Purchasing Practices, Forecasting, Long Term, Labour Minute Costing",Category (Yes;No),community assessed,Researched,
Fashion Revolution,Timely Supplier Payment Policy,Does the company disclose a policy on paying suppliers on time?,"It is important for a company to recognise how its purchasing practises can enable or hinder the payment of a living wage to workers within their supply chains and to take action to make sure it enables living wages. 
","In this metric question you are being asked to identify whether the company discloses a policy on paying suppliers on time. Start by looking for company policies on timely supplier payments.

Where to look for this information:

*Corporate Social Responsibility report
*In Modern Slavery Statement or California Transparency Act disclosure
*Corporate Social Responsibility report
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)

When going through the sources to find the information, good key words for your searches include:
*Living wage
*Anker methodology
*Asia Floor Wage
*Purchasing Practices
*Labour minute costing
*Forecasting
*Prompt payment

Things to keep in mind: 
*This is one way the company can working to fulfil its commitment to living wages in 5.1A
","Purchasing Practises, Prompt Payment, Policy, Suppliers, Living Wage,",Category (Yes;No),community assessed,Researched,
Fashion Revolution,Living Wage Guidance in Supplier Code of Conduct,Does the company publish best practice guidance on payment of living wages in the supply chain in the Supplier/Vendor Code of Conduct?,"Providing guidance to suppliers on paying living wages to workers in the supply chain shows the brands commitment to remediate the issue throughout their supply chain.
","In this metric question you are being asked to identify whether the company publishes best practice guidance on payment of living wages in the supply chain in the Supplier/Vendor Code of Conduct. Start by looking for publications of best practice guidance on payment of living wages in the supply chain in the Supplier/Vendor Code of Conduct (e.g. identifying common examples of wage non-compliances; examples of effective documentation, management and payroll systems and practices)


Where to look for this information:
*Vendor/Supplier code of conduct
*Vendor/Supplier handbook
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)

When going through the sources to find the information, good key words for your searches include:
*Living wage
*Wage non-compliance
*Management
*Payroll



Things to keep in mind: 
*This must be in a Code of Conduct or Handbook for suppliers","Best Practice, Living Wages, Supplier, Vendor, Code of Conduct, Supply Chain, Non-Compliance, Wage, Documentation, Management, Payroll, Practices",Category (Yes;No),community assessed,Researched,
Fashion Revolution,Discloses Suppliers with Democratic Unions,"Does the company disclose the number or percentage of supplier facilities that have independent, democratically elected unions?","Ensuring facilities have independent, democratically elected unions is essential to allow garment workers to take collective action to determine important issues such as fair wages and working conditions.
","In this metric question you are being asked to identify whether the company discloses the number or percentage of supplier facilities that have independent, democratically elected unions. Start by searching through company documents for the number or percentage of supplier facilities with independent, democratically elected unions.

Where to look for this information:

*Corporate Social Responsibility report
*In Modern Slavery Statement or California Transparency Act disclosure
*Corporate Social Responsibility report
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)


When going through the sources to find the information, good key words for your searches include:
*Union
*Collective bargaining
*Freedom of Association


Things to watch out for: 
*Different to the number of workers/facilities covered by collective bargaining agreements","Unions, Collective Bargaining, Independent, Democratically, Elected, Supplier, Factory, Facilities,",Category (Yes;No),community assessed,Researched,
Fashion Revolution,Discloses Suppliers / Workers with Collective Bargaining Agreements,Does the company disclose the number or percentage of supplier facilities or workers that are covered by collective bargaining agreements? ,Collective bargaining agreements allow employers and unions to negotiate on important issues such as fair wages and working conditions.,"In this metric question you are being asked to identify whether the company discloses the number or percentage of supplier facilities or workers that are covered by collective bargaining agreements. Start by searching through company documents for the number or percentage of supplier facilities covered by collective bargaining agreements.

Where to look for this information:

*Corporate Social Responsibility report
*In Modern Slavery Statement or California Transparency Act disclosure
*Corporate Social Responsibility report
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)


When going through the sources to find the information, good key words for your searches include:
*Union
*Collective bargaining
*Freedom of Association


Things to keep in mind: 
*Different to the number or percentage of supplier facilities that have independent, democratically elected unions","Unions, Collective Bargaining, Independent, Democratically, Elected, Supplier, Factory, Facilities,",Category (Yes;No),community assessed,Researched,
Fashion Revolution,Freedom of Association and Collective Bargaining Guidance in Supplier Code of Conduct,Does the company publish best practice guidance on freedom of association and/or collective bargaining processes in the supply chain in the Supplier/Vendor Code of Conduct?,"Publishing best practice guidance for suppliers supports them in implementing management systems to ensure freedom of association for workers. 
","In this metric question you are being asked to identify whether the company publishes best practice guidance on freedom of association and/or collective bargaining processes in the supply chain in the Supplier/Vendor Code of Conduct. Start by looking within the company's Supplier/Vendor Code of Conduct (e.g. identifying common examples of non-compliances; examples of effective management systems and communication; specific case studies of good practice)


Where to look for this information:
*Vendor/Supplier code of conduct
*Vendor/Supplier handbook
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)


When going through the sources to find the information, good key words for your searches include:
*Freedom of association
*Collective bargaining
*Unions

Things to keep in mind: 
*Must be in Code of Conduct or Handbook for suppliers
","Unions, Collective Bargaining, Independent, Democratically, Elected, Supplier, Factory, Facilities,",Category (Yes;No),community assessed,Researched,
Fashion Revolution,"Textile Waste Management Guidance in Supplier Code of Conduct
",Does the company publish best practice guidance on textile waste management in the supply chain in the Supplier/Vendor Code of Conduct?,Best practice guidance shows the suppliers management systems they could implement in order to minimise their textile waste and move towards a circular economy.,"In this metric question you are being asked to identify whether the company publishes best practice guidance on textile waste management in the supply chain in the Supplier/Vendor Code of Conduct. Start by looking within the Supplier/Vendor Code of Conduct (e.g. examples of textile waste prevention strategies; examples of good recycling and reuse practices; etc.) 

Where to look for this information:
*Supplier/Vendor Code of conduct
*Supplier/Vendor handbook
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)


When going through the sources to find the information, good key words for your searches include:
*Waste
*Textiles
*Recycling

Things to watch out for: 
*Must be in Code of Conduct or Handbook for suppliers
","Textile, Waste, Management, Supply Chain, Supplier, Vendor, Code of Conduct, Recycling, Reuse, Circularity, Excess, Production",Category (Yes;No),community assessed,Researched,
Fashion Revolution,Pre-consumer Waste Disclosure,Does the company disclose what happens to pre-consumer surplus and waste materials?,"It is important to understand what brands do with their pre-production textile waste to ensure that it is recycled. 
","In this metric question you are being asked to identify whether the company discloses what happens to pre-consumer surplus and waste materials. Start by looking for a public disclosure from the company relating to pre-consumer surplus and waste materials (e.g. excess and defected runs, off-cuts, surplus and deadstock materials, etc.)

Where to look for this information:
*Corporate Social Responsibility report
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)

When going through the sources to find the information, good key words for your searches include:
*Waste
*Recycling
*Textiles
*Pre-consumer
*Off-cuts
*Circularity


Things to watch out for: 
*Pre-consumer waste includes things like offcuts from production, surplus and deadstock.
","Pre-Consumer, Textile, Waste, Supply Chain, Supplier, Vendor, Surplus, Materials, Excess, Defected, Runs, Off-Cuts, Surplus, Deadstock, Recycling, Excess, Production, Circularity",Category (Yes;No),community assessed,Researched,
Fashion Revolution,Post-production Waste Disclosure,Does the company disclose what happens to post-production surplus and waste clothing and materials?,"It is important to understand what happens to brands' post-production textiles to ensure that they are donated, resold or recycled. 
","In this metric question you are being asked to identify whether the company discloses what happens to post-production surplus and waste clothing and materials. Start by looking for a public disclosure from the company relating to pre-consumer surplus and waste materials (e.g. excess and defected runs, off-cuts, surplus and deadstock materials, etc.)

Where to look for this information:
*Corporate Social Responsibility report
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)

When going through the sources to find the information, good key words for your searches include:
*Waste
*Recycling
*Returns
*Post-production
*Samples
*Circularity


Things to watch out for: 
*Post-production waste includes things like offcuts from production, surplus and deadstock.
","Post-production, Surplus, Waste, Textiles, Clothing, Materials, Production, Samples, Unsold, Defected, Stock, Excess, Circularity",Category (Yes;No),community assessed,Researched,
Fashion Revolution,Discloses % Renewable Resources Used,Does the company disclose what percent of product volume is made from renewable resources?,"It is important for brands to show how what percent of product is made from renewable resources as this shows how they priorities their use of finite resources. 
","In this metric question you are being asked to identify whether the company discloses the percentage of product volume that is made from renewable resources. Start by searching through company documents for the percent of product volume made from renewable resources

Where to look for this information:

*Corporate Social Responsibility report
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)

When going through the sources to find the information, good key words for your searches include:
*Renewable
*Resources

Things to watch out for:
*This is often a statement about a specific material e.g. 50% of product volume is made from recycled polyester.","Renewable, Resources, Product, Volume, Clothing, Textiles, Materials, Circularity, Waste",Category (Yes;No),community assessed,Researched,
Fashion Revolution,Take-Back / Recycling Schemes,Does the company offer take-back schemes / in-store recycling?,"Take back schemes encourage consumers to recycle their old garments, moving closer to a circular economy.","In this metric question you are being asked to identify whether the company offers take-back schemes / in-store recycling. Start by looking for a public disclosure from the company relating to take-back schemes/in-store recycling

Where to look for this information:
*Corporate Social Responsibility report
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)

When going through the sources to find the information, good key words for your searches include:
*Take-back
*Recycling
*In-store

Things to watch out for: 
*This can sometimes be in a FAQ for consumers","Take-back, Scheme, Recycling, Store, Retail, Circularity, Waste, Textile, Clothing",Category (Yes;No),community assessed,Researched,
Fashion Revolution,Product Repair Services,Does the company offer and advertise repair services in order to help extend the life of products? ,"Helping customers extend the life of their garments through repair services is essential to ensure garments are worn and in use as long as possible which lessens the environmental impacts of a product. 
","In this metric question you are being asked to identify whether the company offers and advertises repair services in order to help extend the life of products. Start by looking for a public disclosure from the company relating to repair services that help extend the life of products.

Where to look for this information:

*Corporate Social Responsibility report
*In Modern Slavery Statement or California Transparency Act disclosure
*Corporate Social Responsibility report
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)

When going through the sources to find the information, good key words for your searches include:
*Repair
*Services
*Circular Economy
*Mending

Things to watch out for: 
*This is often with information about the brands efforts towards a circular economy or in the FAQ section of their website for consumers","Repair, Services, Life, Product, Customer, Consumer, Circular, Consumption, Resources, Mend, Mending",Category (Yes;No),community assessed,Researched,
Fashion Revolution,Maps Environmental Impact to Financial Statements,Does the company publish reports that map environmental impacts directly to their financial statements?,"Tying social and environmental impacts to the financial statement and profitability ensures that sustainability is implemented throughout business model and that consumption of resources and other impacts are held in equal importance to profit. 

","In this metric question you are being asked to identify whether the company publishes reports that map environmental impacts directly to their financial statements. Start by looking in company reporting for a mapping of social and environmental impacts to the company's financial statements (e.g. Environmental P&L) 

Where to look for this information:

*Corporate Social Responsibility report
*In Modern Slavery Statement or California Transparency Act disclosure
*Corporate Social Responsibility report
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)

When going through the sources to find the information, good key words for your searches include:
*Environmental Profit and Loss
*Financial statements
*Social and Environmental Impacts

Things to watch out for:: 
*This may also be in an Annual report or Integrated annual report","Environmental, Social, Impacts, Profit, Loss, Financial, Statements, Mapping, P&L, EP&L",Category (Yes;No),community assessed,Researched,
Fashion Revolution,Invests in Circular Resources and Technologies (revised 2018),"Does the company disclose financial investments in circular, closed-loop resources and technologies that will reduce resource consumption and increase resource efficiency?",Investing into a circular economy and technologies is important to ensure resources are reused wherever possible.,"In this metric question you are being asked to identify whether the company discloses financial investments in circular, closed-loop resources and technologies that will reduce resource consumption and increase resource efficiency. Start by looking for a disclosure of the company's financial investments and search for a mention of circular resources and technologies that reduce resource consumption. 

Where to look for this information:

*Corporate Social Responsibility report
*In Modern Slavery Statement or California Transparency Act disclosure
*Corporate Social Responsibility report
*Company documents
*Company policies
*Company websites
*Company code of conduct
*Parent company documents (only if the parent company is linked to from the brands website)
*Parent company policies (only if the parent company is linked to from the brands website)
*Parent company websites (only if the parent company is linked to from the brands website)
*Parent company code of conduct (only if the parent company is linked to from the brands website)

When going through the sources to find the information, good key words for your searches include:
*Circular economy
*Circularity
*Technologies
*Recycling
*Resource efficiency

Things to watch out for:
*Look out for investing in particular technologies e.g. recycling (not downcycling), even if they don't mention circularity","Circular, Economy, Technology, Technologies, Resources, Efficiency, Consumption, Financial, Investment",Category (Yes;No),community assessed,Researched,
